phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
8119024,https://iconnect-srvceweb-com.203-161-53-48.cprapid.com/sud-aio,http://www.phishtank.com/phish_detail.php?phish_id=8119024,2023-04-17T10:44:32+00:00,yes,2023-04-17T11:07:09+00:00,yes,Other
8043573,https://chicagogaitmotion.com/all/login.php?idsmt=10123005600&nextfunck=10130550000,http://www.phishtank.com/phish_detail.php?phish_id=8043573,2023-02-21T06:10:34+00:00,yes,2023-02-21T06:22:30+00:00,yes,Other
8132180,https://nftstorage.link/ipfs/QmRbfBhTkMt7qU1JEmxqAaRTsaeeoeyirG8K3hbmERKMMo/ddoonnjp.html,http://www.phishtank.com/phish_detail.php?phish_id=8132180,2023-04-28T04:38:40+00:00,yes,2023-04-28T04:43:18+00:00,yes,Other
7938171,http://io-opensea.net,http://www.phishtank.com/phish_detail.php?phish_id=7938171,2022-11-12T09:43:17+00:00,yes,2022-11-12T09:53:18+00:00,yes,Other
8133860,http://wvwempresa.com/?gclid=EAIaIQobChMIqretv-XP_gIVB26RCh0OtwA7EAAYAiAAEgJUvfD_BwE,http://www.phishtank.com/phish_detail.php?phish_id=8133860,2023-04-29T19:18:26+00:00,yes,2023-04-30T04:25:07+00:00,yes,Banco de Cr̩dito del Per̼
7224245,https://wallieget.com/8jdu/sb6/index.php?_&amp;_&amp;_,http://www.phishtank.com/phish_detail.php?phish_id=7224245,2021-07-11T16:00:33+00:00,yes,2021-07-11T16:03:24+00:00,yes,Other
8070555,https://bufizf163.com/assets/bsa3awbs5gftsddfasd.ejs,http://www.phishtank.com/phish_detail.php?phish_id=8070555,2023-03-11T12:01:16+00:00,yes,2023-03-11T15:55:50+00:00,yes,Steam
8037246,https://ipfs.io/ipfs/bafkreig4kigqelyffixyizen73eovgbxwphrg7uvelt4snj7izy5jrxb4i/,http://www.phishtank.com/phish_detail.php?phish_id=8037246,2023-02-15T03:10:35+00:00,yes,2023-02-15T03:32:44+00:00,yes,Other
8125391,https://maradomessiano.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8125391,2023-04-23T03:27:55+00:00,yes,2023-04-23T03:35:45+00:00,yes,Other
8130322,https://ipfs.best-practice.se/ipfs/bafybeibphsinyntyembpxoksdmkr4ckdrj6ebs2emqzdkb2epjfivclovq,http://www.phishtank.com/phish_detail.php?phish_id=8130322,2023-04-27T21:36:21+00:00,yes,2023-04-27T21:43:40+00:00,yes,Other
8035693,https://file-share-from-lindsey-folder-view.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8035693,2023-02-13T20:34:59+00:00,yes,2023-02-13T20:52:34+00:00,yes,Other
8029259,https://fa933fe3-b7b2-4d3e-8ba5-aac812a4405f.id.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8029259,2023-02-07T20:07:13+00:00,yes,2023-02-07T20:12:48+00:00,yes,Other
8134645,https://gateway.ipfs.io/ipfs/bafybeiclrqmnrbr5fgrz5ddv6wqy2nio7ckh6donxs2wyfbop6recvd6vy/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8134645,2023-05-01T00:30:27+00:00,yes,2023-05-01T00:35:00+00:00,yes,Other
8038361,https://hopefulcharmingblock.nothingxor.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8038361,2023-02-16T00:24:08+00:00,yes,2023-02-16T00:32:18+00:00,yes,Other
8025984,https://mebis.vuxytoxu.workers.dev/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8025984,2023-02-04T22:12:36+00:00,yes,2023-02-06T03:42:44+00:00,yes,Other
8071656,http://www.saisoncard.co.jp.hicayt.top/ai/sign.php,http://www.phishtank.com/phish_detail.php?phish_id=8071656,2023-03-12T04:13:28+00:00,yes,2023-03-12T04:29:50+00:00,yes,Other
8129213,http://www.famipay.famldlgli.tianqi168.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8129213,2023-04-26T13:38:36+00:00,yes,2023-04-27T08:54:32+00:00,yes,Other
7948245,http://uniswap.lv,http://www.phishtank.com/phish_detail.php?phish_id=7948245,2022-11-17T13:18:17+00:00,yes,2022-11-17T13:42:11+00:00,yes,Other
8002076,https://themehakbhutani.com/br/,http://www.phishtank.com/phish_detail.php?phish_id=8002076,2023-01-10T04:46:29+00:00,yes,2023-01-10T05:10:39+00:00,yes,Other
8037638,https://fashmark.com/tt/#investor.relations@cgd.pt,http://www.phishtank.com/phish_detail.php?phish_id=8037638,2023-02-15T12:14:36+00:00,yes,2023-02-15T12:22:21+00:00,yes,Other
8117589,http://marcosautoeletrica.com.br/error/LinkedInhardest/900,http://www.phishtank.com/phish_detail.php?phish_id=8117589,2023-04-14T23:01:35+00:00,yes,2023-04-14T23:16:39+00:00,yes,Other
8027095,http://help-center228.crabdance.com/verify,http://www.phishtank.com/phish_detail.php?phish_id=8027095,2023-02-06T01:23:50+00:00,yes,2023-02-06T01:32:40+00:00,yes,Other
8125543,https://cloudflare-ipfs.com/ipfs/bafybeidgnvvd63ncankqv4676v3y5aleqb45jihtrrm4vjp2npbcnodoq4/,http://www.phishtank.com/phish_detail.php?phish_id=8125543,2023-04-23T03:43:21+00:00,yes,2023-04-23T03:55:07+00:00,yes,Other
8083306,https://faithfulsmoggycertifications--posisipo.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8083306,2023-03-20T15:36:13+00:00,yes,2023-03-20T20:05:26+00:00,yes,Other
8081498,http://boxofthings.com/,http://www.phishtank.com/phish_detail.php?phish_id=8081498,2023-03-19T01:16:02+00:00,yes,2023-03-19T01:34:57+00:00,yes,Other
8037849,http://40892e84-8854-449b-a853-ba145d1a4238.id.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8037849,2023-02-15T15:13:32+00:00,yes,2023-02-15T15:23:03+00:00,yes,Other
8023936,https://0523c54e-0a9d-4183-8e19-281afdaffa0d.id.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8023936,2023-02-02T14:49:29+00:00,yes,2023-02-02T14:52:40+00:00,yes,Other
7514972,http://sandalychacosklep.com/,http://www.phishtank.com/phish_detail.php?phish_id=7514972,2022-05-13T06:22:47+00:00,yes,2022-07-27T12:52:16+00:00,yes,Other
8109224,https://accessocredem.online,http://www.phishtank.com/phish_detail.php?phish_id=8109224,2023-04-07T07:53:02+00:00,yes,2023-04-07T08:06:24+00:00,yes,Other
8017313,https://account-cliente-info.162-0-237-145.cprapid.com/,http://www.phishtank.com/phish_detail.php?phish_id=8017313,2023-01-26T14:09:46+00:00,yes,2023-01-26T14:21:57+00:00,yes,Other
8123713,https://bafybeiafxdm5vr62p7xbfs2yivhsfkd5ruztk5ctuhpmpspjomxxp7xybq.ipfs.infura-ipfs.io/,http://www.phishtank.com/phish_detail.php?phish_id=8123713,2023-04-21T03:57:11+00:00,yes,2023-04-21T04:07:04+00:00,yes,Other
8033917,https://16-0-2-0-935ug93hg-fhwnr-fn3508gh30-rhf8r.obs.ap-southeast-1.myhuaweicloud.com/e6he-g09-eyt6hng-09wrjng-0e9trhg-0ew9rjf-h-h-f.html?AWSAccessKeyId=QJXHVBUN5WAB0UVEUFJC&Expires=1676564683&Signature=sEhTFslhP%2BxkXFB4KEZ4ff2ZwZ0%3D,http://www.phishtank.com/phish_detail.php?phish_id=8033917,2023-02-11T22:13:31+00:00,yes,2023-02-11T22:22:03+00:00,yes,Other
8138964,https://justyoubeautysalon.com.au/boa1/,http://www.phishtank.com/phish_detail.php?phish_id=8138964,2023-05-06T03:10:21+00:00,yes,2023-05-06T03:21:40+00:00,yes,Other
8070691,https://www.xpjbetus.com/ibg/client/home.php,http://www.phishtank.com/phish_detail.php?phish_id=8070691,2023-03-11T17:50:19+00:00,yes,2023-03-11T17:56:05+00:00,yes,Sumitomo Mitsui Banking Corporation
8001210,https://w.nftservers.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8001210,2023-01-09T09:54:19+00:00,yes,2023-02-21T16:43:26+00:00,yes,Other
8123456,https://pub-0eeaa1c9474148f8a3f1e9899e1dbf37.r2.dev/load.html,http://www.phishtank.com/phish_detail.php?phish_id=8123456,2023-04-21T02:24:14+00:00,yes,2023-04-21T02:26:08+00:00,yes,Other
7953552,https://kvlxjn.webwave.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7953552,2022-11-22T19:01:38+00:00,yes,2022-11-22T19:12:58+00:00,yes,Other
8010718,https://urlaptops.ru/Mfabienne.martinez@total.com,http://www.phishtank.com/phish_detail.php?phish_id=8010718,2023-01-19T15:50:34+00:00,yes,2023-01-28T14:32:59+00:00,yes,Other
8116155,https://neatmonstroususer.userinname.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8116155,2023-04-13T22:31:07+00:00,yes,2023-04-13T22:36:00+00:00,yes,Other
8131757,https://cf-ipfs.com/ipfs/QmY3eRhqFvucB2oyU9rbq21TYveF2bBWKpyoN9AeRM9hby,http://www.phishtank.com/phish_detail.php?phish_id=8131757,2023-04-28T03:51:39+00:00,yes,2023-04-28T03:54:09+00:00,yes,Other
8133529,https://ipfs.io/ipfs/QmateKTy7vvpNSGAgVUZMyLLBAm634P5aAzrywRVBUfwfy/ddoonnvde.html,http://www.phishtank.com/phish_detail.php?phish_id=8133529,2023-04-29T03:16:35+00:00,yes,2023-04-29T03:23:47+00:00,yes,Other
8110984,https://centralqueenslandweddings.com.au/wp-content/upgrade/%d9%88%d8%ad%d8%af%d8%a9%20%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%85/%d9%88%d8%ad%d8%af%d8%a9%20%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%85/religion/%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a/zimb/#j.kaess@delawarepark.com,http://www.phishtank.com/phish_detail.php?phish_id=8110984,2023-04-09T15:05:46+00:00,yes,2023-04-09T15:43:03+00:00,yes,Other
7608239,https://storageapi.fleek.co/e89163cb-39d5-41dd-a32d-1338546aa873-bucket/webhub2/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7608239,2022-07-20T15:20:03+00:00,yes,2022-07-20T16:06:31+00:00,yes,Other
8045721,https://kfw-isfp-01.com/,http://www.phishtank.com/phish_detail.php?phish_id=8045721,2023-02-22T20:30:12+00:00,yes,2023-02-22T20:42:42+00:00,yes,Other
8048488,https://bafybeiemqsvuqdls7fxgqwqirwcdolvyhz5uq62kiw5uejp3yr2zuwtlfa.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=8048488,2023-02-24T22:09:07+00:00,yes,2023-02-24T22:11:56+00:00,yes,Other
7726146,https://facebook-help-20024145785202.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7726146,2022-09-03T11:40:41+00:00,yes,2022-09-03T11:53:26+00:00,yes,Other
8026569,http://wordpress-105671-0.cloudclusters.net/die/ch/,http://www.phishtank.com/phish_detail.php?phish_id=8026569,2023-02-05T20:41:03+00:00,yes,2023-02-05T20:53:05+00:00,yes,Other
8033773,https://www.momeyklt.org/,http://www.phishtank.com/phish_detail.php?phish_id=8033773,2023-02-11T14:31:40+00:00,yes,2023-02-21T17:52:51+00:00,yes,Other
7672606,https://docs.google.com/presentation/d/e/2PACX-1vR3HB4D9wwbx-bWI1OFuP5WbeFqX7S--m2g6gLZ0lLQAmg53jZWqERFqlVbgIXPNnrEVqXfdySMca8B/pub?start=false,http://www.phishtank.com/phish_detail.php?phish_id=7672606,2022-08-20T08:15:56+00:00,yes,2022-10-18T20:58:27+00:00,yes,Other
8135175,https://tracktrace-packagenumber.com/01-05-2023/97700120179761/delivery-address.html,http://www.phishtank.com/phish_detail.php?phish_id=8135175,2023-05-01T11:25:31+00:00,yes,2023-05-01T12:52:58+00:00,yes,Other
8011542,https://hvwlsmnbvu.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=8011542,2023-01-20T09:09:08+00:00,yes,2023-01-20T09:12:19+00:00,yes,Other
8078616,https://goonlliine-bbnppraillbass.top/,http://www.phishtank.com/phish_detail.php?phish_id=8078616,2023-03-17T06:55:12+00:00,yes,2023-03-17T08:26:32+00:00,yes,Other
8110349,https://arweave.net/P8Vo58h4ADQLsx2704M6UTyyF5kY0hN_ZkFVq9AN-QE#info@cafedoranjeboom.nl,http://www.phishtank.com/phish_detail.php?phish_id=8110349,2023-04-08T16:21:31+00:00,yes,2023-04-08T16:24:55+00:00,yes,Other
8062969,https://credem.firmagomezrubio.com/,http://www.phishtank.com/phish_detail.php?phish_id=8062969,2023-03-06T07:42:53+00:00,yes,2023-03-06T07:44:43+00:00,yes,Other
8051870,http://89875875mnk--inter387ddbnk.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8051870,2023-02-27T16:45:58+00:00,yes,2023-02-27T16:52:17+00:00,yes,Other
8029979,https://rectangularstandardrorutes--emnnmineet.repl.co,http://www.phishtank.com/phish_detail.php?phish_id=8029979,2023-02-08T12:39:23+00:00,yes,2023-02-08T14:03:43+00:00,yes,Other
7956826,http://burr2.flazio.com/,http://www.phishtank.com/phish_detail.php?phish_id=7956826,2022-11-25T15:41:49+00:00,yes,2022-12-01T21:42:41+00:00,yes,Other
8062287,http://www.internetshopown.com/jp,http://www.phishtank.com/phish_detail.php?phish_id=8062287,2023-03-05T06:35:13+00:00,yes,2023-03-05T06:37:07+00:00,yes,AEON Card
8136573,https://helpid97855723849185962813.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8136573,2023-05-02T19:06:29+00:00,yes,2023-05-02T19:22:42+00:00,yes,Other
7679865,https://taplink.cc/tngdigitalcompany,http://www.phishtank.com/phish_detail.php?phish_id=7679865,2022-08-22T01:54:54+00:00,yes,2022-10-31T09:52:18+00:00,yes,Other
8065299,https://15-03-veh609-g93hw-fgi8bwe-pfbw-r89gfd.obs.ap-southeast-3.myhuaweicloud.com/fbg340r8hg-385gfhwr-c8iwbr-gf809dh-c8egrhd.html?AWSAccessKeyId=GWABYJNAR5VKVTY4QYKE&Expires=1678820614&Signature=7i616sqfORK/SRLeD9LLASLtbrg%3D,http://www.phishtank.com/phish_detail.php?phish_id=8065299,2023-03-07T23:22:44+00:00,yes,2023-03-07T23:35:31+00:00,yes,Other
8016145,https://www.arnozcansigin.relbpwbakx.shop/bnR0YW16Y3BqYW4yNTAzdmFyP2FhYWFAZXhhbXBsZS5qcA==,http://www.phishtank.com/phish_detail.php?phish_id=8016145,2023-01-25T09:50:26+00:00,yes,2023-01-25T10:06:13+00:00,yes,Amazon.com
8130780,https://solucionesambientales.mx/tekmm,http://www.phishtank.com/phish_detail.php?phish_id=8130780,2023-04-28T01:57:03+00:00,yes,2023-04-28T02:06:51+00:00,yes,Other
8091021,https://btinternet-108615.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8091021,2023-03-25T06:22:10+00:00,yes,2023-03-25T06:36:38+00:00,yes,Other
8085314,http://grupoficohsagfr.ficohashor.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8085314,2023-03-21T16:28:14+00:00,yes,2023-03-21T16:35:27+00:00,yes,Other
8047944,https://linklist.bio/atualizando?gclid=EAIaIQobChMI5NC1vs6s_QIVpBXUAR3yZAHeEAAYASAAEgJZtfD_BwE,http://www.phishtank.com/phish_detail.php?phish_id=8047944,2023-02-24T14:26:18+00:00,yes,2023-02-24T16:03:20+00:00,yes,Other
8134934,https://ycrfqrcmej.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=8134934,2023-05-01T01:05:12+00:00,yes,2023-05-01T01:15:47+00:00,yes,Other
8085682,https://dev-portal-exitotuya.pantheonsite.io/,http://www.phishtank.com/phish_detail.php?phish_id=8085682,2023-03-21T22:45:52+00:00,yes,2023-03-21T22:53:23+00:00,yes,Other
8037194,https://foodrisk.eu/lopk/update/optus/optusnet/login/web.php,http://www.phishtank.com/phish_detail.php?phish_id=8037194,2023-02-15T03:04:46+00:00,yes,2023-02-15T03:21:52+00:00,yes,Other
8065963,http://www.magazineluiza.life/index/user/login.html,http://www.phishtank.com/phish_detail.php?phish_id=8065963,2023-03-08T11:28:55+00:00,yes,2023-03-08T15:24:49+00:00,yes,Other
8078416,https://newserviceupgrade.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=8078416,2023-03-16T23:03:08+00:00,yes,2023-03-17T02:49:34+00:00,yes,Other
8113099,https://connectenligne.derlma.com/psdfps/11/pisfil@olasden/darl/fr/9089/,http://www.phishtank.com/phish_detail.php?phish_id=8113099,2023-04-11T12:34:43+00:00,yes,2023-04-11T12:44:19+00:00,yes,Other
8102377,https://emfio7xjs0.dariuszkafel.pl/aiigro/email@example.com,http://www.phishtank.com/phish_detail.php?phish_id=8102377,2023-04-03T14:35:41+00:00,yes,2023-04-05T01:43:29+00:00,yes,Allegro
8125331,https://tunahrtjanzak11.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8125331,2023-04-23T03:21:59+00:00,yes,2023-04-23T03:26:45+00:00,yes,Other
8065291,https://websecureoutlook.glitch.me/js,http://www.phishtank.com/phish_detail.php?phish_id=8065291,2023-03-07T23:22:14+00:00,yes,2023-03-07T23:35:32+00:00,yes,Other
8097116,https://my.bdoexpressupdate.com,http://www.phishtank.com/phish_detail.php?phish_id=8097116,2023-03-30T01:26:58+00:00,yes,2023-03-30T01:44:45+00:00,yes,Other
7536026,https://e-tiempoparcial9.com/login,http://www.phishtank.com/phish_detail.php?phish_id=7536026,2022-06-07T15:59:06+00:00,yes,2022-10-31T13:11:01+00:00,yes,Other
8095795,https://mnd.mndnsw.asn.au/.well-known/pki-validation/wellsfargo/confirmsecurity.html,http://www.phishtank.com/phish_detail.php?phish_id=8095795,2023-03-29T08:00:16+00:00,yes,2023-03-29T23:44:48+00:00,yes,Other
8027610,http://allchainfix.netlify.app,http://www.phishtank.com/phish_detail.php?phish_id=8027610,2023-02-06T12:54:40+00:00,yes,2023-02-06T13:04:49+00:00,yes,Other
8094506,http://20.226.41.159/,http://www.phishtank.com/phish_detail.php?phish_id=8094506,2023-03-28T15:01:27+00:00,yes,2023-03-28T15:06:12+00:00,yes,Other
8134876,https://ovdikvlzxx.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=8134876,2023-05-01T00:58:12+00:00,yes,2023-05-01T01:05:21+00:00,yes,Other
8082309,https://www.amac-zun-co.jp.avatarvr.com.cn,http://www.phishtank.com/phish_detail.php?phish_id=8082309,2023-03-20T00:31:30+00:00,yes,2023-03-20T00:44:09+00:00,yes,Other
7124333,https://exodus-pro.com,http://www.phishtank.com/phish_detail.php?phish_id=7124333,2021-05-20T04:12:20+00:00,yes,2021-05-21T07:29:59+00:00,yes,Other
8048534,https://tzrhdo.top/,http://www.phishtank.com/phish_detail.php?phish_id=8048534,2023-02-24T22:12:56+00:00,yes,2023-02-24T22:22:02+00:00,yes,Other
8129222,http://www.famipay.famldlgli.10lm03bn.top/,http://www.phishtank.com/phish_detail.php?phish_id=8129222,2023-04-26T13:40:35+00:00,yes,2023-04-27T08:54:32+00:00,yes,Other
8008164,http://motfhxhcmo.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8008164,2023-01-17T14:05:38+00:00,yes,2023-01-17T14:11:59+00:00,yes,Apple
7226587,https://storage.cloud.google.com/kkkqkl633qn6kq3lqssiiddnenen.appspot.com/index.html#t.voit@legalshield.com,http://www.phishtank.com/phish_detail.php?phish_id=7226587,2021-07-13T10:35:28+00:00,yes,2021-08-15T22:42:27+00:00,yes,Other
8136282,https://gateway.pinata.cloud/ipfs/bafkreifatqusb2kn226gqxrp4d3uj63h2oj7m47frtfemvok7zcuh72gxi,http://www.phishtank.com/phish_detail.php?phish_id=8136282,2023-05-02T17:37:24+00:00,yes,2023-05-02T17:52:31+00:00,yes,Other
8067106,https://help021394912385712834.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8067106,2023-03-09T06:43:51+00:00,yes,2023-03-09T06:54:44+00:00,yes,Other
8071622,http://www.saisonoard.co.jp.muchjv.top/ai/sign.php,http://www.phishtank.com/phish_detail.php?phish_id=8071622,2023-03-12T04:10:16+00:00,yes,2023-03-12T04:25:44+00:00,yes,Other
8039421,https://ipfs.io/ipfs/Qma6owHKGM31ud2LP12YXAeiwHkfNLJYc65sjKqDcHqXGh,http://www.phishtank.com/phish_detail.php?phish_id=8039421,2023-02-16T21:48:01+00:00,yes,2023-02-16T22:03:21+00:00,yes,Other
8091603,https://tvgnpasf.yourtrap.com,http://www.phishtank.com/phish_detail.php?phish_id=8091603,2023-03-26T03:08:25+00:00,yes,2023-03-26T03:13:06+00:00,yes,Other
8038150,https://acesso-renner-sinc.lpages.co/acessosinc/?gclid=EAIaIQobChMIwte08YKV_QIVk8vICh3pUAz0EAAYASAAEgKxZvD_BwE,http://www.phishtank.com/phish_detail.php?phish_id=8038150,2023-02-15T22:06:45+00:00,yes,2023-02-15T22:22:21+00:00,yes,Other
8110178,https://inpost-pl.nidon.lol/sell/339bee190a2d,http://www.phishtank.com/phish_detail.php?phish_id=8110178,2023-04-08T13:25:11+00:00,yes,2023-04-08T13:42:58+00:00,yes,Other
8114162,https://online-3rvers-authy.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8114162,2023-04-12T01:28:30+00:00,yes,2023-04-12T01:35:28+00:00,yes,Other
8132150,https://infura-ipfs.io/ipfs/QmUqJoQGBqTVNHYWHt4VwTS6edDih2AmML8A8nBnovWrKY/aremo.html,http://www.phishtank.com/phish_detail.php?phish_id=8132150,2023-04-28T04:35:32+00:00,yes,2023-04-28T04:43:18+00:00,yes,Other
8062253,http://ieidfhqydq.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8062253,2023-03-05T02:55:57+00:00,yes,2023-03-05T03:07:17+00:00,yes,Apple
7379331,http://dhanushr24.github.io/clone-Netflix/,http://www.phishtank.com/phish_detail.php?phish_id=7379331,2021-12-09T20:55:04+00:00,yes,2021-12-24T06:36:05+00:00,yes,Other
8076092,http://mobilyfibers.com,http://www.phishtank.com/phish_detail.php?phish_id=8076092,2023-03-15T12:47:23+00:00,yes,2023-03-15T12:56:01+00:00,yes,Other
8119664,https://hbhxwy.com.cn/jp,http://www.phishtank.com/phish_detail.php?phish_id=8119664,2023-04-17T21:35:23+00:00,yes,2023-04-17T21:45:14+00:00,yes,Other
7549571,https://shared-email-files.documents-project.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7549571,2022-06-14T23:29:00+00:00,yes,2022-06-14T23:31:55+00:00,yes,Other
8025089,https://www-smbc-card-com.onamae-apk.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8025089,2023-02-03T15:35:47+00:00,yes,2023-02-03T15:43:01+00:00,yes,Sumitomo Mitsui Banking Corporation
8138432,http://kundenaccount-dkb.ddns.mobi/kundenaccess/eportal/,http://www.phishtank.com/phish_detail.php?phish_id=8138432,2023-05-05T11:30:05+00:00,yes,2023-05-06T00:52:11+00:00,yes,Other
