URLs,Label,domain_names
http://www.movies.yahoo.com/movie/contributor/1800060255,Benign,movies.yahoo.com
http://www.pktube.onepakistan.com/schulman/,Benign,pktube.onepakistan.com
http://www.en.wikipedia.org/wiki/Shawn_Delierre,Benign,en.wikipedia.org
http://www.ca.linkedin.com/pub/michel-sevigny/3/A30/76B,Benign,ca.linkedin.com
http://www.dirtymickrecords.com/,Benign,dirtymickrecords.com
http://www.wilsonhigh1960.blogspot.com/2009_10_01_archive.html,Benign,wilsonhigh1960.blogspot.com
http://www.en.wikipedia.org/wiki/I_Am..._Sasha_Fierce,Benign,en.wikipedia.org
http://www.hairymouth.wordpress.com/2011/11/17/rip-the-sainte-catherines/,Benign,hairymouth.wordpress.com
http://www.en.wikipedia.org/wiki/Winnifred_Eaton,Benign,en.wikipedia.org
http://www.music.yahoo.com/blues-clues/,Benign,music.yahoo.com
http://www.en-pi.facebook.com/people/Connor-Larocque/100001043158021,Benign,en-pi.facebook.com
http://www.meijikuhibiniu.wordpress.com/page/3/,Benign,meijikuhibiniu.wordpress.com
http://www.content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Walt%20Disney%20Pictures,Benign,content.usatoday.com
http://www.wn.com/List_of_world_cups_and_world_championships,Benign,wn.com
http://www.calstate.edu/,Benign,calstate.edu
http://www.ponyspam.wordpress.com/,Benign,ponyspam.wordpress.com
http://www.jerseyshore.metromix.com/restaurants/burgers/maxs-famous-hot-dogs-long-branch/1679895/content,Benign,jerseyshore.metromix.com
http://www.en.wikipedia.org/wiki/Vanier_College_at_York_University,Benign,en.wikipedia.org
http://www.twitter.com/justinbradley,Benign,twitter.com
http://www.canadaonline.about.com/od/trudeaudeath/a/trudeaudies.htm,Benign,canadaonline.about.com
http://www.lilliputreview.blogspot.com/2011/04/r-h-blyth-on-waka-and-haiku.html,Benign,lilliputreview.blogspot.com
http://www.en.wikipedia.org/wiki/Maestro_(debit_card),Benign,en.wikipedia.org
http://www.destinationhalifax.com/,Benign,destinationhalifax.com
http://www.ufdc.ufl.edu/AA00000839/00015,Benign,ufdc.ufl.edu
http://www.wiki.answers.com/Q/What_are_some_popular_video_game_companies,Benign,wiki.answers.com
http://www.uvtextures.com/,Benign,uvtextures.com
http://www.pipl.com/directory/tags/Edmond%2520Santa,Benign,pipl.com
http://www.weblogs.baltimoresun.com/sports/orioles/blog/2010/11/os_agree_to_terms_with_rupe_ko.html,Benign,weblogs.baltimoresun.com
http://www.vprecords.blogspot.com/,Benign,vprecords.blogspot.com
http://www.travelingluck.com/Europe/Slovenia/Slovenia+%28general%29/_3202710_Cerklje+ob+Krki.html,Benign,travelingluck.com
http://www.wn.com/Kappa_Alpha_Psi,Benign,wn.com
http://www.archiver.rootsweb.ancestry.com/th/index/Mariners/1999-04,Benign,archiver.rootsweb.ancestry.com
http://www.cleaningservicesfinder.com/,Benign,cleaningservicesfinder.com
http://www.en.wikipedia.org/wiki/Num%C3%A9ro_(band),Benign,en.wikipedia.org
http://www.pipl.com/directory/people/Iser/Deleon,Benign,pipl.com
http://www.pipl.com/directory/name/Goldie/Archie,Benign,pipl.com
http://www.wn.com/Le_jeune_Fabre,Benign,wn.com
http://www.plixid.com/2011/01/07/gabrielle-destroismaisons-etc-2000-mp3/,Benign,plixid.com
http://www.search.reviews.ebay.com/WINE-STAND,Benign,search.reviews.ebay.com
http://www.slick.org/deathwatch/mailarchive/msg00978.html,Benign,slick.org
http://www.upcoming.yahoo.com/event/8533222/CA/Oakland/California-Virtual-Academies-Close-Up-Oakland/Grand-Lake-Coffee-House/,Benign,upcoming.yahoo.com
http://www.wiki.answers.com/Q/Who_sung_touch_me,Benign,wiki.answers.com
http://www.horror.about.com/od/news/a/fantasia08.htm,Benign,horror.about.com
http://www.docsouth.unc.edu/church/wright/wright.html,Benign,docsouth.unc.edu
http://www.news.nationalpost.com/2011/06/22/photos-of-the-day-june-22-2011/,Benign,news.nationalpost.com
http://www.leftthisyear.blogspot.com/2011/06/robert-b-duncan-american-politician-us.html,Benign,leftthisyear.blogspot.com
http://www.regime.ae/personal-training,Benign,regime.ae
http://www.ras-i-production.com/,Benign,ras-i-production.com
http://www.slayton.govoffice.com/index.asp?Type=B_BASIC&SEC={EB27F97D-258E-4BC6-BC4C-578D3BC0D0A4}&DE={FC991CF5-9D7C-40AB-B7F3-31D55CABBC61},Benign,slayton.govoffice.com
http://www.victoria-white.pornstarsblogs.net/,Benign,victoria-white.pornstarsblogs.net
http://www.mrmarkrobson.com/,Benign,mrmarkrobson.com
http://www.en.wikipedia.org/wiki/2007%E2%80%9308_Oakland_Golden_Grizzlies_men%27s_basketball_team,Benign,en.wikipedia.org
http://www.freepages.genealogy.rootsweb.ancestry.com/~cassb/CASS/,Benign,freepages.genealogy.rootsweb.ancestry.com
http://www.sports.yahoo.com/nfl/players/4205,Benign,sports.yahoo.com
http://www.voxfrontera.com/,Benign,voxfrontera.com
http://www.en.wikipedia.org/wiki/War_of_Saint-Sardos,Benign,en.wikipedia.org
http://www.philosophy.berkeley.edu/,Benign,philosophy.berkeley.edu
http://www.wn.com/Viking_Line,Benign,wn.com
http://www.susan-whelan.suite101.com/how-to-organise-family-medical-records-a63787,Benign,susan-whelan.suite101.com
http://www.listsearches.rootsweb.com/th/read/GEN-OBIT/2009-01/1233053289,Benign,listsearches.rootsweb.com
http://www.pipl.com/directory/name/Godbout/Paul,Benign,pipl.com
http://www.billsportsmaps.com/?p=3552,Benign,billsportsmaps.com
http://www.uk.groups.yahoo.com/group/Greta_Garbo/messages/272?xm=1&m=e&l=1,Benign,uk.groups.yahoo.com
http://www.edward-cropper.gonetoosoon.org/,Benign,edward-cropper.gonetoosoon.org
http://www.mancentral1.blogspot.com/2010/03/gino-dela-pena-prince-of-commercials.html,Benign,mancentral1.blogspot.com
http://www.genealogybiography.com/1914/biographies008.htm,Benign,genealogybiography.com
http://www.search.ancestry.com/search/db.aspx?dbid=33023,Benign,search.ancestry.com
http://www.northernblue.org/tmach/pictline/evenimag/even1760.html,Benign,northernblue.org
http://www.retailindustry.about.com/,Benign,retailindustry.about.com
http://www.voiceofthevillage.wordpress.com/,Benign,voiceofthevillage.wordpress.com
http://www.wiki.answers.com/Q/How_any_lives_were_lost_in_the_battle_of_Verdun,Benign,wiki.answers.com
http://www.theofficialpageof.com/garrett-backstrom/,Benign,theofficialpageof.com
http://www.wn.com/bishop,Benign,wn.com
http://www.sandiego.citysearch.com/profile/445326/san_diego_ca/petrini_s.html,Benign,sandiego.citysearch.com
http://www.pipl.com/directory/name/Barthelemy/Rachel,Benign,pipl.com
http://www.onlinelibrary.wiley.com/doi/10.1002/jhet.5570100102/abstract,Benign,onlinelibrary.wiley.com
http://www.plushusa.com/,Benign,plushusa.com
http://www.streamingsportsfree.com/watch-canada-vs-puerto-rico-islanders-live-11-10-2011/,Benign,streamingsportsfree.com
http://www.navysite.de/crewlist/commandlist.php?commandid=5313,Benign,navysite.de
http://www.pipl.com/directory/people/Julie/Wilk,Benign,pipl.com
http://www.games.gamepressure.com/game_info.asp?ID=6048,Benign,games.gamepressure.com
http://www.matthew-birdsall.suite101.com/james-tates-the-list-of-famous-hats-a230104,Benign,matthew-birdsall.suite101.com
http://www.eloquentelias.com/,Benign,eloquentelias.com
http://www.merch.hypem.com/,Benign,merch.hypem.com
http://www.tvnz.co.nz/content/1392002/4319703/article.html,Benign,tvnz.co.nz
http://www.antagony.guildlaunch.com/custom.php?page_id=81746&gid=119325,Benign,antagony.guildlaunch.com
http://www.ramonarestaurants.com/,Benign,ramonarestaurants.com
http://www.vitaphone.blogspot.com/2007/10/ghost-that-walked.html,Benign,vitaphone.blogspot.com
http://www.danieljohnnyjohnsonjr.com/,Benign,danieljohnnyjohnsonjr.com
http://www.pul.se/search/Mark%20Curry,Benign,pul.se
http://www.commons.wikimedia.org/wiki/Category:James_Woods,Benign,commons.wikimedia.org
http://www.seattletimes.nwsource.com/html/golf/2014070730_golf29.html,Benign,seattletimes.nwsource.com
http://www.ifa-coop.com/lawn-fertilizer-four-steps-to-a-green-lawn,Benign,ifa-coop.com
http://www.namesdatabase.com/schools/ZA/NP/H/Nylstroom%20Ho%EBrskool,Benign,namesdatabase.com
http://www.aprilsims.wordpress.com/2010/02/11/from-ghetto-to-greatness-by-kevin-brown/,Benign,aprilsims.wordpress.com
http://www.wn.com/live_nation,Benign,wn.com
http://www.photos.natsweet.com/,Benign,photos.natsweet.com
http://www.stlouis.blockshopper.com/property/4-0023-5065-00-10/1002_hunter_lane,Benign,stlouis.blockshopper.com
http://www.stuffaboutnames.com/robert/index.htm,Benign,stuffaboutnames.com
http://www.waatp.com/people/john-vadnais/40623064/,Benign,waatp.com
http://www.egis.hud.gov/,Benign,egis.hud.gov
http://www.customercare.mwaintel.com/cbmt/public/,Benign,customercare.mwaintel.com
http://www.sportales.com/football/oakland-raiders-2011-2012-season-schedule-preview/,Benign,sportales.com
http://www.gamerstimes.blogspot.com/,Benign,gamerstimes.blogspot.com
http://www.realestate.yahoo.com/search/Georgia/Augusta/homes-for-sale,Benign,realestate.yahoo.com
http://www.ourhistory.canadiens.com/opponent/California-Golden-Seals,Benign,ourhistory.canadiens.com
http://www.ramada-mount-royal.hotel-rv.com/,Benign,ramada-mount-royal.hotel-rv.com
http://www.uk.ask.com/wiki/CJAD_(AM),Benign,uk.ask.com
http://www.genforum.genealogy.com/cyr/page8.html,Benign,genforum.genealogy.com
http://www.canadagazette.gc.ca/archives/p1/2006/2006-02-04/html/commis-eng.html,Benign,canadagazette.gc.ca
http://www.kcmodern.blogspot.com/2009/03/louis-s-curtiss-architect-whats-story.html,Benign,kcmodern.blogspot.com
http://www.waatp.nl/people/morena-egger/,Benign,waatp.nl
http://www.ballotpedia.org/wiki/index.php/Mike_Gatto,Benign,ballotpedia.org
http://www.askville.amazon.com/LONG-COACH-COACHING-BASKETBALL/AnswerViewer.do?requestId=14982440,Benign,askville.amazon.com
http://www.commons.wikimedia.org/wiki/Category:British_monarchy,Benign,commons.wikimedia.org
http://www.content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Peter%20Cullen,Benign,content.usatoday.com
http://www.natasja.net/,Benign,natasja.net
http://www.billblake1230.edublogs.org/2011/03/18/oedipus-rex-soliloquy/,Benign,billblake1230.edublogs.org
http://www.harrypotter.wikia.com/wiki/Leaky_Cauldron,Benign,harrypotter.wikia.com
http://www.articles.moneycentral.msn.com/CollegeAndFamily/LoveAndMoney/Your5MinuteGuideToLoveAndMoney.aspx,Benign,articles.moneycentral.msn.com
http://www.genforum.genealogy.com/mcneil/all.html,Benign,genforum.genealogy.com
http://www.athingforroses.blogspot.com/,Benign,athingforroses.blogspot.com
http://www.pipl.com/directory/name/Jarislowsky,Benign,pipl.com
http://www.en.wikipedia.org/wiki/Ken_Anderson_(quarterback),Benign,en.wikipedia.org
http://www.robertsbutchers.com/,Benign,robertsbutchers.com
http://www.rahkibeats.blogspot.com/2011/03/jetsgo.html,Benign,rahkibeats.blogspot.com
http://www.pitchfork.com/news/40840-wolf-parade-go-on-indefinite-hiatus/,Benign,pitchfork.com
http://www.twitter.com/Sheilaedrummer,Benign,twitter.com
http://www.babyeinsteinmotionactivityjumper.blogspot.com/,Benign,babyeinsteinmotionactivityjumper.blogspot.com
http://www.vimeo.com/4104663,Benign,vimeo.com
http://www.fctampabay.com/index.php?id=67,Benign,fctampabay.com
http://www.people.famouswhy.com/stevie_ryan/,Benign,people.famouswhy.com
http://www.uk.ask.com/wiki/List_of_Montana_county_seats,Benign,uk.ask.com
http://www.sports.yahoo.com/nfl/teams/min/stats,Benign,sports.yahoo.com
http://www.groups.google.com/group/alt.graphics.illustrator/browse_thread/thread/2b1ac7bb79d6711a?fwc=1,Benign,groups.google.com
http://www.freepages.genealogy.rootsweb.ancestry.com/~devalter/Audoir/dat407.htm,Benign,freepages.genealogy.rootsweb.ancestry.com
http://www.online.wsj.com/article/SB10001424052748704240004575085750950524596.html,Benign,online.wsj.com
http://www.simple.wikipedia.org/wiki/Angel_(TV_series),Benign,simple.wikipedia.org
http://www.en.wikipedia.org/wiki/Charles_the_Bad,Benign,en.wikipedia.org
http://www.restaurants.uptake.com/utah/riverdale/332607711.html,Benign,restaurants.uptake.com
http://www.stagevu.com/video/gbeokdujjjqx,Benign,stagevu.com
http://www.forums.rleague.com/posts/showthread.php?54845-Easts-Tigers-2010,Benign,forums.rleague.com
http://www.oscar.propertybuzzer.info/125-westover-dr,Benign,oscar.propertybuzzer.info
http://www.tomgibson.snkcr.com/,Benign,tomgibson.snkcr.com
http://www.twitter-icon.com/site/emergis.nl/,Benign,twitter-icon.com
http://www.users6.nofeehost.com/aldenh/495.html,Benign,users6.nofeehost.com
http://www.texasicehockeyexpert.blogspot.com/2010/09/they-said-it-with-odessa-jackalopes.html,Benign,texasicehockeyexpert.blogspot.com
http://www.mindperceptionconference.com/,Benign,mindperceptionconference.com
http://www.vq-france.com/wh-2009-temecula-ca-police-officers.htm,Benign,vq-france.com
http://www.genforum.genealogy.com/coulombe/,Benign,genforum.genealogy.com
http://www.blog.realkangnaranaut.com/,Benign,blog.realkangnaranaut.com
http://www.datingnowsite.com/escort-fort-indiana-wayne,Benign,datingnowsite.com
http://www.boardreader.com/thread/Danielle_Harris_Cherie_Roberts_photoshoo_6k5dXexct.html,Benign,boardreader.com
http://www.wilsonmathews.net/,Benign,wilsonmathews.net
http://www.digitaldigger.org/download-keak-da-sneak-thats-my-word,Benign,digitaldigger.org
http://www.inlandpolitics.com/blog/category/state-assembly/bill-emmerson/,Benign,inlandpolitics.com
http://www.en.wikipedia.org/wiki/Charlie_Ross,Benign,en.wikipedia.org
http://www.provigodistribution.foodpages.ca/,Benign,provigodistribution.foodpages.ca
http://www.commons.wikimedia.org/wiki/Category:Eric_Lamaze,Benign,commons.wikimedia.org
http://www.montreal.about.com/od/septemberinmontreal/a/pop-montreal-2011-lineup_5.htm,Benign,montreal.about.com
http://www.libflaim.sourcearchive.com/documentation/4.9.966-0ubuntu2/gigatest_8h-source.html,Benign,libflaim.sourcearchive.com
http://www.harjournalist.wordpress.com/,Benign,harjournalist.wordpress.com
http://www.stupidcelebrities.net/2008/12/11/actor-mark-ruffalos-brother-scott-ruffalo-died-playing-russian-roulette-photos/,Benign,stupidcelebrities.net
http://www.statenislandmoviedecently.typepad.com/,Benign,statenislandmoviedecently.typepad.com
http://www.ca.ratemyteachers.com/ecole-charles-perrault/36805-s,Benign,ca.ratemyteachers.com
http://www.en.wikipedia.org/wiki/Ram_Sampath,Benign,en.wikipedia.org
http://www.en.wikipedia.org/wiki/Category:Turkish-language_films,Benign,en.wikipedia.org
http://www.icehockey.wikia.com/wiki/Montreal_Canadiens,Benign,icehockey.wikia.com
http://www.retractionwatch.wordpress.com/2011/08/08/authors-retract-two-jbc-papers-on-how-heart-rhythms-go-awry-montreal-heart-institute-looking-into-why/,Benign,retractionwatch.wordpress.com
http://www.news.teamxbox.com/xbox/11546/Audiokinetics-Wwise-Technology-to-Power-Microsoft-Game-Studios-PC-and-Xbox-360-Titles/,Benign,news.teamxbox.com
http://www.lizzieandrewborden.com/Galleries/NanceO'Neil.htm,Benign,lizzieandrewborden.com
http://www.usmilitary.about.com/od/army/l/blbadgecib.htm,Benign,usmilitary.about.com
http://www.pipl.com/directory/name/Carr/Antonia,Benign,pipl.com
http://www.mallorygrahamthinksabout.blogspot.com/,Benign,mallorygrahamthinksabout.blogspot.com
http://www.uk.answers.yahoo.com/question/index?qid=20100812063205AAz9fvU,Benign,uk.answers.yahoo.com
http://www.oru-khan.deviantart.com/,Benign,oru-khan.deviantart.com
http://www.aprilsbeachvolleyballblog.typepad.com/beijing_olympic_volleybal/Misty-May-Treanor-USA-Beach-Volleyball-Olympian-Coaching-and-Training-Indoor-Volleyball-Skills-On-Sportskool-Volleyball-Videos.html,Benign,aprilsbeachvolleyballblog.typepad.com
http://www.articles.chicagotribune.com/2011-06-26/sports/ct-spt-0627-rush-barnstormers--20110626_1_russ-michna-rush-iowa-barnstormers,Benign,articles.chicagotribune.com
http://www.en.wikipedia.org/wiki/Washington_Allon_Bartlett,Benign,en.wikipedia.org
http://www.movies.nytimes.com/person/294413/Kenny-Vadas,Benign,movies.nytimes.com
http://www.wiki.answers.com/Q/Is_tokio_hotel_a_goth_band,Benign,wiki.answers.com
http://www.11d.typepad.com/blog/2006/03/rich_parent_poo.html,Benign,11d.typepad.com
http://www.music.yahoo.com/william-meredith/,Benign,music.yahoo.com
http://www.watchtvlivestreaming.com/tvlive/b3000,Benign,watchtvlivestreaming.com
http://www.people.famouswhy.com/james_whitmore/,Benign,people.famouswhy.com
http://www.pointersisterstribute.com/1969.html,Benign,pointersisterstribute.com
http://www.wiki.answers.com/Q/What_player_has_the_most_rushing_TDs_in_a_single_season_in_the_NFL,Benign,wiki.answers.com
http://www.wiki.muscoop.com/doku.php/men_s_basketball/terry_rand,Benign,wiki.muscoop.com
http://www.pennsylvaniavotes.org/Legislator.aspx?ID=17649,Benign,pennsylvaniavotes.org
http://www.friendseat.com/Kansas-City-MO/Tourist-Attractions/18th-and-Vine-District,Benign,friendseat.com
http://www.plus.efc.ny.gov/,Benign,plus.efc.ny.gov
http://www.stevenjamesprice.com/,Benign,stevenjamesprice.com
http://www.en.federal-hotel.com/hotel_auberge-des-trois-marches-le-vesinet_3643.htm,Benign,en.federal-hotel.com
http://www.qc.allpages.com/montreal/community-services/utilities/oil-gas-companies/,Benign,qc.allpages.com
http://www.unicornindia.com/,Benign,unicornindia.com
http://www.people.famouswhy.com/jeremiah_sullivan/,Benign,people.famouswhy.com
http://www.homepages.rootsweb.ancestry.com/%7Elheureux/lh1/d0025/g0000014.html,Benign,homepages.rootsweb.ancestry.com
http://www.geo.craigslist.org/iso/de,Benign,geo.craigslist.org
http://www.lesliegrelbts.blog127.fc2.com/,Benign,lesliegrelbts.blog127.fc2.com
http://www.raymondchang.wordpress.com/,Benign,raymondchang.wordpress.com
http://www.tunein.com/radio/stations/Montreal-Canadiens-Radio-Stations-a37896/,Benign,tunein.com
http://www.listofcitiesandcounties.com/list_of_cities_and_counties.php?state=Texas,Benign,listofcitiesandcounties.com
http://www.cather.unl.edu/cs004_moseley.html,Benign,cather.unl.edu
http://www.en.wikipedia.org/wiki/Lewis_Nixon,Benign,en.wikipedia.org
http://www.pipl.com/directory/people/Kentucky/Fried%2520Theatre,Benign,pipl.com
http://www.projectego.net/forums/threads/make-me-ugly-please.26353/,Benign,projectego.net
http://www.bleacherreport.com/missouri-tigers-football,Benign,bleacherreport.com
http://www.onlineradio2.com/listen/CHOM_977,Benign,onlineradio2.com
http://www.barclay.lib.il.us/,Benign,barclay.lib.il.us
http://www.resteralecoute.blogspot.com/2010/08/father-james-chesney-case-most-reverend.html,Benign,resteralecoute.blogspot.com
http://www.cleveland.blockshopper.com/property/81211036/523_lamson_avenue/,Benign,cleveland.blockshopper.com
http://www.dictionary.sensagent.com/new+zealand+national+rugby+league+team/en-en/,Benign,dictionary.sensagent.com
http://www.ca.answers.yahoo.com/question/index?qid=20080721212207AAzR792,Benign,ca.answers.yahoo.com
http://www.vintage-erotica-forum.com/t97248-marguerite-chapman.html,Benign,vintage-erotica-forum.com
http://www.uk.ask.com/wiki/Norwich_City_F.C._Hall_of_Fame,Benign,uk.ask.com
http://www.tabs.ultimate-guitar.com/a/alice_in_chains/hate_to_feel_ver2_tab.htm,Benign,tabs.ultimate-guitar.com
http://www.jobsearchsmarter.com/,Benign,jobsearchsmarter.com
http://www.travelingluck.com/Europe/Slovenia/Ivan%C4%8Dna%20Gorica/_3239191_Ob%C4%8Dina%20Ivan%C4%8Dna%20Gorica.html,Benign,travelingluck.com
http://www.wikitravel.org/en/Chennai,Benign,wikitravel.org
http://www.ca.linkedin.com/pub/joe-geraci/18/41a/966,Benign,ca.linkedin.com
http://www.twitter.com/VPRecords,Benign,twitter.com
http://www.video.hmongclip.com/?w=HutePabweEc&title=Andrei-Zubarev-vs-Pascal-Morency,Benign,video.hmongclip.com
http://www.en.wikipedia.org/wiki/9_(2009_film),Benign,en.wikipedia.org
http://www.weather.yahoo.com/united-states/nevada/mesquite-2449854/,Benign,weather.yahoo.com
http://www.rivals.yahoo.com/ncaa/basketball/news?slug=ycn-8013562,Benign,rivals.yahoo.com
http://www.salahkazi.tripod.com/jobs/canada_hr_email.htm,Benign,salahkazi.tripod.com
http://www.pipl.com/directory/name/House/Katerine,Benign,pipl.com
http://www.wn.com/United_States_Post_Office,Benign,wn.com
http://www.bageldiaries.wordpress.com/,Benign,bageldiaries.wordpress.com
http://www.ca.local.yahoo.com/details?id=2006707636,Benign,ca.local.yahoo.com
http://www.valeriejodoinkeaton.com/,Benign,valeriejodoinkeaton.com
http://www.expo67.ncf.ca/expo_67_40th_anniversary_edition_p8.html,Benign,expo67.ncf.ca
http://www.photopost.wdwinfo.com/g892-walt-disney-world.html,Benign,photopost.wdwinfo.com
http://www.en.wikipilipinas.org/index.php?title=Pacific_Ocean,Benign,en.wikipilipinas.org
http://www.sbconrad.com/,Benign,sbconrad.com
http://www.predators.nhl.com/club/player.htm?id=8471741,Benign,predators.nhl.com
http://www.particle.physics.ucdavis.edu/bios/Peterson.html,Benign,particle.physics.ucdavis.edu
http://www.groups.google.com/group/django-updates/browse_thread/thread/5d205e5d33022657/8b85dca2d85f1983?show_docid=8b85dca2d85f1983,Benign,groups.google.com
http://www.pics.smashits.com/melanie-morgan.html,Benign,pics.smashits.com
http://www.williampatry.blogspot.com/2006/02/standing-on-someone-taller.html,Benign,williampatry.blogspot.com
http://www.wn.com/15_inch_speaker,Benign,wn.com
http://www.delishows.com/the-late-late-show-with-craig-ferguson-season-7-episode-144-lisa-kudrow-richard-engel.html,Benign,delishows.com
http://www.littlesis.org/person/1647/Donald_M_James,Benign,littlesis.org
http://www.naia.cstv.com/sports/m-baskbl/spec-rel/100108aab.html,Benign,naia.cstv.com
http://www.uniquewebdesignandprinting.com/sophia/director.html,Benign,uniquewebdesignandprinting.com
http://www.twitter.com/jaromei,Benign,twitter.com
http://www.ca.linkedin.com/pub/jason-wiles/6/569/110,Benign,ca.linkedin.com
http://www.en.wikipedia.org/wiki/Bishop_O%27Dowd_High_School,Benign,en.wikipedia.org
http://www.hangout.altsounds.com/news/137811-pancho-san-beulah-rogue-wave.html,Benign,hangout.altsounds.com
http://www.fluokids.blogspot.com/2011/11/so-close-to-paradise.html,Benign,fluokids.blogspot.com
http://www.ascrs2006.conferencefilms.com/,Benign,ascrs2006.conferencefilms.com
http://www.projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.nmj/1118800864,Benign,projecteuclid.org
http://www.penguins.nhl.com/club/player.htm?id=8470208,Benign,penguins.nhl.com
http://www.sdpb.org/jazznightly/,Benign,sdpb.org
http://www.tv.yahoo.com/news/cineflix-hires-lisa-levenson-launch-los-angeles-arm-095002283.html,Benign,tv.yahoo.com
http://www.wn.com/Harland_and_Wolff,Benign,wn.com
http://www.rujolofy.zeblog.com/,Benign,rujolofy.zeblog.com
http://www.en.wikipedia.org/wiki/1994_Montreal_Expos_season,Benign,en.wikipedia.org
http://www.vimeo.com/27130812,Benign,vimeo.com
http://www.listings.realbird.com/B6B4E7F2/81095.aspx,Benign,listings.realbird.com
http://www.lyrics.astraweb.com/display/501/prince..prince..why_you_wanna_treat_me_so_bad.html,Benign,lyrics.astraweb.com
http://www.en.wikipedia.org/wiki/Southwest_Early_College_Campus,Benign,en.wikipedia.org
http://www.wanttoknowit.com/how-many-counties-are-in-texas/,Benign,wanttoknowit.com
http://www.filmscouts.com/scripts/festdb.cfm?orderPref=festival,Benign,filmscouts.com
http://www.wn.com/Royal_Canadian_Army,Benign,wn.com
http://www.mmorrow.tumblr.com/,Benign,mmorrow.tumblr.com
http://www.wn.com/%C3%89cole_secondaire_publique_Louis-Riel,Benign,wn.com
http://www.en-pi.facebook.com/people/Nicole-Blankenship/1205790778,Benign,en-pi.facebook.com
http://www.sports.espn.go.com/boston/nhl/columns/story?columnist=murphy_james&id=6447164,Benign,sports.espn.go.com
http://www.onlineradio2.com/listen/CINQ-FM_1023,Benign,onlineradio2.com
http://www.twofingersmusic.com/,Benign,twofingersmusic.com
http://www.spbbeauce.ca/archives-en.html,Benign,spbbeauce.ca
http://www.swiftysgarage.net/topic/386494/1/,Benign,swiftysgarage.net
http://www.eventful.com/montreal/events/plan-b-chencho-y-maldy-el-duo-del-sexo-/E0-001-039998366-4,Benign,eventful.com
http://www.platopagan.tripod.com/,Benign,platopagan.tripod.com
http://www.wiki.answers.com/Q/What_does_tony_moran_actor_of_hallween_look_like_look_like,Benign,wiki.answers.com
http://www.uk.ask.com/wiki/Brendan_Rodgers,Benign,uk.ask.com
http://www.online.wsj.com/article/SB10001424052748704540904575451793471885092.html,Benign,online.wsj.com
http://www.cookandbartlett.com/,Benign,cookandbartlett.com
http://www.duckduckgo.com/1/c/Ships_built_in_San_Francisco%2C_California,Benign,duckduckgo.com
http://www.boxing.about.com/od/records/a/bute.htm,Benign,boxing.about.com
http://www.trucks.about.com/od/autoshownews/a/wally_parks.htm,Benign,trucks.about.com
http://www.articles.sfgate.com/1998-02-10/news/17713230_1_oakland-mayor-lionel-wilson-alameda-county-black-panthers,Benign,articles.sfgate.com
http://www.en.wikipedia.org/wiki/Category:English_footballers,Benign,en.wikipedia.org
