url,submission_time,target,domain_names,in_whitelist
https://esssschhh.blogspot.com/?m=0,2022-10-21T06:38:03+00:00,Other,esssschhh.blogspot.com,False
https://iccu-ie.web.app/,2022-08-10T23:08:01+00:00,Other,iccu-ie.web.app,False
https://www.direlandgun.com/,2023-04-01T23:44:40+00:00,Other,direlandgun.com,False
https://mydhlplus.facestore.top,2023-01-23T15:55:49+00:00,Other,mydhlplus.facestore.top,False
https://direct.smbcc-co-jp.zhuronggn.com/,2023-03-11T20:10:14+00:00,Sumitomo Mitsui Banking Corporation,direct.smbcc-co-jp.zhuronggn.com,False
https://8s8892-8a8.all-egro-pl.bywicio.pl,2023-03-14T09:16:18+00:00,Allegro,8s8892-8a8.all-egro-pl.bywicio.pl,False
https://borivoi.moonyalfa.pl/a1legro/email@example.com,2023-04-05T19:32:45+00:00,Allegro,borivoi.moonyalfa.pl,False
https://attdomaincustoms.weebly.com/,2023-04-27T17:04:01+00:00,Other,attdomaincustoms.weebly.com,False
http://bgqkqbxpih.man04wuk.club/vnafvra97w/?q=3717065149&id=100,2023-02-28T16:41:28+00:00,Other,bgqkqbxpih.man04wuk.club,False
https://bafybeighvwsukzi2wby4hpsfjsz7pop6wm4fu5pugr5of6fp6vlibws2n4.ipfs.dweb.link/,2023-01-31T00:06:33+00:00,Other,bafybeighvwsukzi2wby4hpsfjsz7pop6wm4fu5pugr5of6fp6vlibws2n4.ipfs.dweb.link,False
http://help-center608.crabdance.com/verify,2023-02-05T20:57:47+00:00,Other,help-center608.crabdance.com,False
https://geaminilagin.godaddysites.com/,2023-03-10T02:02:17+00:00,Other,geaminilagin.godaddysites.com,False
https://oiaerlcuxtgwqtd03.z19.web.core.windows.net/,2023-03-13T15:02:09+00:00,Other,oiaerlcuxtgwqtd03.z19.web.core.windows.net,False
http://loving-natural-mole.glitch.me/NavyFederalCUMobileApp.HTML,2023-04-16T22:21:09+00:00,Other,loving-natural-mole.glitch.me,False
https://ecfservices.com.au/az/,2023-01-23T23:27:37+00:00,Other,ecfservices.com.au,False
https://bancaporinternet--interbankpe.repl.co/,2023-02-15T18:15:34+00:00,Other,bancaporinternet--interbankpe.repl.co,False
http://app-uuser88acept.lztbaounhi-dv13xkjj14gq.p.temp-site.link/termsofservice.html,2023-02-06T20:18:58+00:00,Facebook,app-uuser88acept.lztbaounhi-dv13xkjj14gq.p.temp-site.link,False
https://dev-provinci8742738123.pantheonsite.io/,2023-02-18T03:14:21+00:00,Other,dev-provinci8742738123.pantheonsite.io,False
https://www.gfsecosvip.com/beon/client/index_pc.php,2023-03-17T22:13:09+00:00,Other,gfsecosvip.com,False
http://secure.secureficohsa.com/,2023-04-23T03:00:33+00:00,Other,secure.secureficohsa.com,False
https://cr000.bnmovil.repl.co,2023-04-16T08:18:21+00:00,Other,cr000.bnmovil.repl.co,False
https://docs.google.com/forms/d/e/1FAIpQLSdVE31z018-Pj-g5DStxkLQl8cyZp8P8njhsxzd4Ql1XIAPvw/viewform,2022-12-09T12:42:50+00:00,Other,docs.google.com,False
https://cf-ipfs.com/ipfs/QmcwneLuVTJu2LEgfratVtn6KW7wfi1CL6fMdQX2oHxN3g,2023-04-29T02:51:57+00:00,Other,cf-ipfs.com,False
https://acesso-com-umclique.com/luiza/?userID=13&uri=LWCvPiyZLP2MOvWvHqFlNvgVfI2uMRuVG8nUmmIXf+Q=,2022-12-29T14:16:49+00:00,Other,acesso-com-umclique.com,False
http://www.kueronakayaeotn.co.jp.kuerocekayaoooto.ufvnjr.top/ai/,2023-02-26T17:00:55+00:00,Other,kueronakayaeotn.co.jp.kuerocekayaoooto.ufvnjr.top,False
https://more.costfic.top/,2023-02-26T06:27:01+00:00,Other,more.costfic.top,False
https://gateway.pinata.cloud/ipfs/bafybeig3b6gxnwqc5i3bwq5oiet3gftq4by3lv24e52gj3afiqnyjlfuje,2023-04-24T05:01:12+00:00,Other,gateway.pinata.cloud,False
https://grp02-id-rakute.co.jp.hwiwedz.cn/,2023-02-05T08:08:42+00:00,Other,grp02-id-rakute.co.jp.hwiwedz.cn,False
http://www.saisonoard.co.jp.50gb055.xyz/,2023-03-26T05:02:02+00:00,Other,saisonoard.co.jp.50gb055.xyz,False
https://accedi-ora-id.66-29-139-17.cprapid.com/home/otp.php,2023-02-08T15:09:20+00:00,Other,accedi-ora-id.66-29-139-17.cprapid.com,False
https://sfr12.yolasite.com/,2023-03-01T11:40:39+00:00,Other,sfr12.yolasite.com,False
https://edindianred--ssupporebisa.repl.co/,2023-02-16T22:29:45+00:00,Other,edindianred--ssupporebisa.repl.co,False
https://ipfs.io/ipfs/Qme6PV8VgfKmSGzFd1HE9B2q4noKZvUTk97rizxjwWam3T,2023-03-16T03:20:28+00:00,Other,ipfs.io,False
https://secure-page-php-122121.start.page/,2023-05-04T10:08:36+00:00,Facebook,secure-page-php-122121.start.page,False
https://tr00c9.webwave.dev/,2023-01-10T16:19:45+00:00,Other,tr00c9.webwave.dev,False
https://ca-securline.firebaseapp.com/,2023-04-10T19:01:28+00:00,Other,ca-securline.firebaseapp.com,False
http://csncyczdbi.poem4frpp.club/vnafvra97w/?q=3717065149&id=100,2023-02-28T16:34:45+00:00,Other,csncyczdbi.poem4frpp.club,False
http://bafybeia7vz4upvstchv7pzkt3wfpjboly4w7fcut4dngtes37aefawbvam.ipfs.dweb.link,2023-04-26T05:59:12+00:00,Other,bafybeia7vz4upvstchv7pzkt3wfpjboly4w7fcut4dngtes37aefawbvam.ipfs.dweb.link,False
https://36840pxnow.yoursmcoach.com/refunds-forms-instructions1/index.php?=vdpkkh&example@example.example,2023-05-02T20:13:58+00:00,Internal Revenue Service,36840pxnow.yoursmcoach.com,False
https://live-exchange.blogspot.com/?,2022-11-29T12:28:56+00:00,Other,live-exchange.blogspot.com,False
https://bancaenliinea--ebisaplus.repl.co/,2023-03-03T15:08:21+00:00,Other,bancaenliinea--ebisaplus.repl.co,False
https://cloudflare-ipfs.com/ipfs/bafybeihc4doqgc77wpsupc66uwqqljfac7nnrdyrrfq3i27mkb3nd4f32y/?filename=index.html#security@ionos.com,2023-02-10T15:11:20+00:00,Other,cloudflare-ipfs.com,False
http://vivon-plano-faturas.blogspot.com,2023-02-06T14:48:50+00:00,Other,vivon-plano-faturas.blogspot.com,False
https://foreignization.com/?gclid=Cj0KCQiA8aOeBhCWARIsANRFrQFtiLVAnpmWNk4GKbhHD1xeaPT-sMsGLvOGRogiRx3wmUjIjCxN0O0aAhTl,2023-01-19T11:20:37+00:00,Steam,foreignization.com,False
https://circular-chill-jar.glitch.me/indonlineer.html,2023-02-13T19:23:16+00:00,Other,circular-chill-jar.glitch.me,False
http://aruba.fattura-pagamento.net/,2023-04-06T06:41:43+00:00,Other,aruba.fattura-pagamento.net,False
https://yemasseezsc.buzz/txwlpre/,2023-01-26T23:25:55+00:00,Other,yemasseezsc.buzz,False
https://bt-com-businesss-55072c.webflow.io/,2023-01-30T10:45:37+00:00,Other,bt-com-businesss-55072c.webflow.io,False
http://attmailpageupdate.square.site/,2023-04-18T21:19:40+00:00,Other,attmailpageupdate.square.site,False
http://www.amazcaom-co-jp.amazzeocn.liquan-yangguangcz.top/,2023-03-18T00:09:16+00:00,Other,amazcaom-co-jp.amazzeocn.liquan-yangguangcz.top,False
http://pancakeswap.financeqq.site,2023-01-29T19:45:16+00:00,Other,pancakeswap.financeqq.site,False
https://community-safeties.com/confirmation/,2023-01-17T21:31:18+00:00,Twitter,community-safeties.com,False
https://csb-xf9fhb.netlify.app/,2023-02-02T01:35:33+00:00,Other,csb-xf9fhb.netlify.app,False
https://ordes4470-ollox.burnfrost.top/?tranzakt1677772746026,2023-03-02T18:25:31+00:00,Other,ordes4470-ollox.burnfrost.top,False
http://defi-connector.web.app,2023-01-09T08:34:09+00:00,Other,defi-connector.web.app,False
https://267110-moje-3240.app-all.co.pl/la92ks/tno/90d9bc4626d454af549a23361e3ddf21/login/,2023-04-03T05:46:13+00:00,Allegro,267110-moje-3240.app-all.co.pl,False
http://fixxconnectiion.com,2023-01-27T10:51:56+00:00,Other,fixxconnectiion.com,False
https://www.mistoreosqc-jp.top/,2023-03-23T02:22:51+00:00,Other,mistoreosqc-jp.top,False
http://www.americaoexpeecs.co.jp.amtwtw.cn/,2023-03-27T05:33:29+00:00,American Express,americaoexpeecs.co.jp.amtwtw.cn,False
https://micajatrujillo.online/trujillo/ClienteHBPJ/wfLogin,2023-03-03T22:16:41+00:00,Other,micajatrujillo.online,False
https://krraken-uslogn.godaddysites.com/,2023-03-22T20:55:12+00:00,Other,krraken-uslogn.godaddysites.com,False
https://verificacredenzialisospette.com/,2023-01-16T12:29:55+00:00,Other,verificacredenzialisospette.com,False
https://pxyepyagas.duckdns.org/,2023-03-29T07:48:30+00:00,Other,pxyepyagas.duckdns.org,False
https://storageapi.fleek.one/777e225c-8a42-4050-a6a6-7ba75cb11438-bucket/nofficeline.html,2023-01-07T22:42:53+00:00,Other,storageapi.fleek.one,False
https://lbxwewbcor.duckdns.org/,2023-04-23T04:03:26+00:00,Other,lbxwewbcor.duckdns.org,False
https://account.xwghz.com/jp.php,2023-01-15T03:34:57+00:00,Amazon.com,account.xwghz.com,False
http://www.saiconsard.co.jp.50gb066.xyz/,2023-03-26T05:11:35+00:00,Other,saiconsard.co.jp.50gb066.xyz,False
http://www.saisoncard.co.jp.vsvvfb.top/ai/sign.php,2023-03-12T04:11:36+00:00,Other,saisoncard.co.jp.vsvvfb.top,False
https://leadingvirtualfactors.qwertyuih.repl.co/,2023-03-02T17:55:35+00:00,Other,leadingvirtualfactors.qwertyuih.repl.co,False
https://att-109215.weeblysite.com/,2023-03-25T05:39:48+00:00,Other,att-109215.weeblysite.com,False
https://roaring-khapse-2ca825.netlify.app/,2023-03-10T17:54:16+00:00,Other,roaring-khapse-2ca825.netlify.app,False
http://www.cbdpainfree.com/post/usps/,2023-03-18T00:33:40+00:00,Other,cbdpainfree.com,False
http://www.vihaaoverseas.com/secure/boa,2023-04-28T01:24:21+00:00,Other,vihaaoverseas.com,False
https://f5db11b2-d99d-4faa-8280-7f0a80becb0b.id.repl.co,2023-03-20T15:35:08+00:00,Other,f5db11b2-d99d-4faa-8280-7f0a80becb0b.id.repl.co,False
https://bafybeicpzmzp67z7j64n37lgmkgqvaxq2ddu46exvqldxqcwf2sxbkr7ae.ipfs.dweb.link/,2023-04-28T02:53:41+00:00,Other,bafybeicpzmzp67z7j64n37lgmkgqvaxq2ddu46exvqldxqcwf2sxbkr7ae.ipfs.dweb.link,False
https://qorhen.ml/Hype/Verifica/Anomalia/,2023-04-11T07:41:30+00:00,Other,qorhen.ml,False
https://isunso.com,2023-03-27T11:21:39+00:00,Other,isunso.com,False
https://ueyhfemmku.duckdns.org/,2023-04-30T00:30:52+00:00,Other,ueyhfemmku.duckdns.org,False
https://costaegomesadv.com.br/?gclid=EAIaIQobChMInJbF_tC8_gIVWO7jBx1SLAGaEAAYASAAEgJhSPD_BwE,2023-04-22T04:38:44+00:00,Other,costaegomesadv.com.br,False
https://qwqrsfddsf.youdontcare.com//jp,2023-04-19T04:21:13+00:00,Amazon.com,qwqrsfddsf.youdontcare.com,False
https://maj-wisebusiness-app.172-174-142-18.plesk.page/,2023-04-23T01:24:53+00:00,Other,maj-wisebusiness-app.172-174-142-18.plesk.page,False
https://hro.megdom.top/,2023-01-31T12:46:03+00:00,Other,hro.megdom.top,False
http://nvidia-drive3.site,2023-01-26T15:04:05+00:00,Other,nvidia-drive3.site,False
http://www.kueronakayaeotn.co.jp.kuerocekayaoato.meywgv.top/ai/,2023-02-26T17:36:02+00:00,Other,kueronakayaeotn.co.jp.kuerocekayaoato.meywgv.top,False
https://bafybeidu4ushsgyz2xecvtki5srcgap7ttp7cvqvyxkeclmrrlsj5nuo3a.ipfs.infura-ipfs.io/,2023-04-23T02:56:55+00:00,Other,bafybeidu4ushsgyz2xecvtki5srcgap7ttp7cvqvyxkeclmrrlsj5nuo3a.ipfs.infura-ipfs.io,False
https://veridonewithsec-xw.webflow.io/,2023-03-08T20:33:07+00:00,Other,veridonewithsec-xw.webflow.io,False
https://fasjkfl7.top/,2023-03-12T22:20:10+00:00,Other,fasjkfl7.top,False
https://ipfs.io/ipfs/QmQS4RYr7v4dv1y9tqLEcWUVbdf7H7yHsx3zY7zKVEGkn3/beka.html,2023-03-18T00:35:01+00:00,Other,ipfs.io,False
https://correctionswallett.netlify.app/connect.html,2023-01-16T19:55:38+00:00,Other,correctionswallett.netlify.app,False
http://clubesoluctionsyoure.shop/index.php,2023-04-03T12:17:18+00:00,Other,clubesoluctionsyoure.shop,False
https://bellsouthattver.wixsite.com/my-site-1,2023-02-25T10:01:29+00:00,Other,bellsouthattver.wixsite.com,False
http://sanhuezasantander.cl/,2022-11-25T16:44:03+00:00,Other,sanhuezasantander.cl,False
https://inps-ep.com/johanes/PageUpdated/ampt.html,2021-05-24T08:45:11+00:00,Other,inps-ep.com,False
https://earn.nmfilnance.com/main/index.html,2022-07-21T16:41:25+00:00,Other,earn.nmfilnance.com,False
http://xxdazbvqvqyzgkvu.csgounite.sepa-00980-force-drop.oa.r.appspot.com/?fbclid=IwAR1Thn_6fKYlNVI-rOwXtuw9vadYWQIGiG5mBUKSBAx91znvitlK1blkMVQ,2023-04-05T07:58:59+00:00,Other,xxdazbvqvqyzgkvu.csgounite.sepa-00980-force-drop.oa.r.appspot.com,False
https://consultaftr.info/login.php,2023-01-28T00:51:56+00:00,Other,consultaftr.info,False
https://jposbau.com/,2023-04-16T06:29:43+00:00,Other,jposbau.com,False
https://mingovpltida.tingfaherz.cf,2023-01-12T08:40:18+00:00,Other,mingovpltida.tingfaherz.cf,False
https://flicohsas.com/index1.php,2023-03-28T23:26:40+00:00,Other,flicohsas.com,False
https://fleek.ipfs.io/ipfs/QmYdFVzNtQUVnkRFrHHy1jPpzpNAjye81Wue6jc1Uiv317/new_auto_bg.html,2023-02-02T22:55:07+00:00,Other,fleek.ipfs.io,False
https://ormvoixregl2.firebaseapp.com/,2022-10-13T21:55:10+00:00,Other,ormvoixregl2.firebaseapp.com,False
https://www.dlrect-smtb.jp.ap1.ib.hyravenseo.com,2023-04-03T13:30:55+00:00,Other,dlrect-smtb.jp.ap1.ib.hyravenseo.com,False
https://uadter.ga/AssistenzaClientiPosta/,2023-02-21T06:12:15+00:00,Other,uadter.ga,False
https://dimgraygainsboroapplicationprogrammer.sausecutys.repl.co/,2023-01-24T22:54:32+00:00,Other,dimgraygainsboroapplicationprogrammer.sausecutys.repl.co,False
https://cloudflare-ipfs.com/ipfs/QmPLirfU3Jt5ovGUoKqnP63m9KRHhbmvjDGUE6Dk9ojbJq,2023-04-14T00:44:05+00:00,Other,cloudflare-ipfs.com,False
https://bafybeidroiocmf3koa676ks6qajgd4yramj25g35pcchqhmbf7ctsbezky.ipfs.cf-ipfs.com/,2023-05-03T04:09:26+00:00,Optus,bafybeidroiocmf3koa676ks6qajgd4yramj25g35pcchqhmbf7ctsbezky.ipfs.cf-ipfs.com,False
https://fassilnetorg.fassillnetobo.repl.co/index.php,2023-02-24T00:31:27+00:00,Other,fassilnetorg.fassillnetobo.repl.co,False
https://xshgfilstq.duckdns.org/,2023-05-01T01:04:55+00:00,Other,xshgfilstq.duckdns.org,False
https://google-docs-view.131423.xyz/,2023-03-14T01:27:40+00:00,Other,google-docs-view.131423.xyz,False
https://jofogas-hu.mysecuredeal.com/banki/mkbnew/2333817005380,2023-04-04T14:52:35+00:00,Other,jofogas-hu.mysecuredeal.com,False
http://pay-ovhcloud-fr-ba7969dedf6.querbeet-ein.de/ov/?id=,2023-03-30T07:23:42+00:00,Other,pay-ovhcloud-fr-ba7969dedf6.querbeet-ein.de,False
https://bafybeib5z4bugvpud5oeiesdap5ppqgabwdelqigxpe6qwpru5nnq2u4uq.ipfs.w3s.link/,2022-11-22T19:26:22+00:00,Other,bafybeib5z4bugvpud5oeiesdap5ppqgabwdelqigxpe6qwpru5nnq2u4uq.ipfs.w3s.link,False
https://keeslerfcuonlin.firebaseapp.com/,2023-02-22T23:51:07+00:00,Other,keeslerfcuonlin.firebaseapp.com,False
https://petessa.com/ibg/client/l_home_p.php,2023-04-12T13:47:11+00:00,Other,petessa.com,False
https://uyvyn1.webwave.dev/,2023-04-03T17:14:06+00:00,Other,uyvyn1.webwave.dev,False
https://consultafacil-saldojaneiro.com/luiza/?userID=&uri=5JReCNFV/wzuLvyI/Rvsw57aB51gju2MtpjaZBFoHlQ=,2023-01-10T13:33:10+00:00,Other,consultafacil-saldojaneiro.com,False
https://trustwallect.com/index/tw/index.html,2023-01-20T08:14:32+00:00,Other,trustwallect.com,False
https://velobankk.top/,2023-03-20T07:46:17+00:00,Other,velobankk.top,False
https://buzhosting.com/globe/redirect.php,2023-01-28T22:40:10+00:00,Other,buzhosting.com,False
http://mjkyymmmes.duckdns.org,2023-04-29T13:03:40+00:00,Apple,mjkyymmmes.duckdns.org,False
https://ipfs.io/ipfs/QmTXL6LhD7At2PSnjStbJKnEgSnNdLavs247jXgWYAZc3y?filename=index.html,2023-03-22T01:06:50+00:00,Other,ipfs.io,False
https://ipfs.io/ipfs/QmXZYDem3sE7JAFFdFwdDzCeFViyRmCbqnugdCGJrRW2kB,2023-01-28T22:42:21+00:00,Other,ipfs.io,False
http://agustinazua.com/netflix/nf/update/index-en.php,2023-01-10T04:44:27+00:00,Other,agustinazua.com,False
http://www.0xprotocol-stake.com/,2023-01-20T04:36:54+00:00,Other,0xprotocol-stake.com,False
https://instagram.kks.work.gd/,2023-05-01T00:38:03+00:00,Other,instagram.kks.work.gd,False
https://gouv-paiement.com/,2023-04-06T07:51:02+00:00,Other,gouv-paiement.com,False
https://recantodelivery.com.br/wp-admin/chi/net/name/,2023-02-21T06:30:37+00:00,Other,recantodelivery.com.br,False
http://co07669.tw1.ru/upstracking/CLfinal/UPS/Express-Delivery-ID93982347324000380/Delivery-Package-ID-638212/,2023-02-17T19:43:00+00:00,Other,co07669.tw1.ru,False
https://diriect.smtib-japan.sbs/,2023-03-28T21:43:31+00:00,Other,diriect.smtib-japan.sbs,False
https://narcyz.adwokats.pl/free/email@example.com,2023-04-25T09:12:02+00:00,Allegro,narcyz.adwokats.pl,False
https://hentez.org/,2023-02-13T14:04:21+00:00,Other,hentez.org,False
https://mebis.vuxytoxu.workers.dev/index.html,2023-02-04T22:12:36+00:00,Other,mebis.vuxytoxu.workers.dev,False
https://login.internet-baking-diigi-sg.com/,2023-04-03T13:23:48+00:00,Other,login.internet-baking-diigi-sg.com,False
https://juriskiana7.web.app/,2023-04-23T03:29:40+00:00,Other,juriskiana7.web.app,False
https://gackulithalai.ac.in/comsx/index.htm,2023-02-27T22:52:14+00:00,Other,gackulithalai.ac.in,False
https://bafybeiam5gn5xfma72se5tmsc2a2hkpoh7bhwf4dnro4qx4ek5nvbr36si.ipfs.infura-ipfs.io/,2023-04-28T02:37:09+00:00,Other,bafybeiam5gn5xfma72se5tmsc2a2hkpoh7bhwf4dnro4qx4ek5nvbr36si.ipfs.infura-ipfs.io,False
https://apply.aui.ma/js/usa/?a5e55019,2023-02-26T17:17:38+00:00,Other,apply.aui.ma,False
https://cajatrujiillo.com,2023-02-03T16:21:24+00:00,Other,cajatrujiillo.com,False
http://app.95-214-27-192.cprapid.com/login.html,2023-04-28T01:41:17+00:00,Other,app.95-214-27-192.cprapid.com,False
http://swaps-pancakefinance.com,2023-02-10T00:41:56+00:00,Other,swaps-pancakefinance.com,False
http://www.pockctcrad.co.jp.sxwowh.top/ai/registration.php,2023-02-26T03:20:18+00:00,Other,pockctcrad.co.jp.sxwowh.top,False
https://chartway-alert1.firebaseapp.com/,2023-04-29T03:34:59+00:00,Other,chartway-alert1.firebaseapp.com,False
https://is.gd/AssistenzaBperDispositivo,2022-11-02T12:41:25+00:00,Other,is.gd,False
http://lnfo-apps.eu/ServerPlan/aspnet-client.php,2023-01-31T14:59:58+00:00,Other,lnfo-apps.eu,False
http://www.pockatcard.co.jp.gumsty.top/ai/registration.php,2023-02-26T04:33:43+00:00,Other,pockatcard.co.jp.gumsty.top,False
https://welloffrottentrialsoftware--pendiente77.repl.co/des/index.php,2023-02-01T13:52:59+00:00,Other,welloffrottentrialsoftware--pendiente77.repl.co,False
https://hxqnimfnly.duckdns.org/,2023-04-24T04:08:24+00:00,Other,hxqnimfnly.duckdns.org,False
https://striped-canyon-cork.glitch.me/uycrxb/a/b/c/onlist.html?id=nbensalah@gattefosse.tn,2023-04-11T14:00:47+00:00,Other,striped-canyon-cork.glitch.me,False
http://www.couponsonfire.com/wp-content/themes/it/intesa/17a36,2023-03-14T02:01:05+00:00,Other,couponsonfire.com,False
http://aptmentors.in/wordpress/postde/pst/,2023-03-14T22:22:22+00:00,Other,aptmentors.in,False
https://loving-tharp.45-14-165-241.plesk.page/mtq5mzgxotg2odc2nzmsk/,2023-01-24T23:24:39+00:00,Other,loving-tharp.45-14-165-241.plesk.page,False
