Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,Label
robertsbutchers.com,0,0,0,0,0,0,0,0,0
quickfilms.org,0,0,1,1,0,0,0,0,0
cherokeewolfclan.net,0,0,0,0,0,0,0,0,0
ukslss.net,0,0,0,0,0,0,0,0,0
rsfree-download.com,0,0,1,2,0,0,0,1,0
biancabeauchamp.org,0,0,0,0,0,0,0,0,0
preordergearsofwar3.com,0,0,0,0,0,0,0,0,0
ecolivaccine.com,0,0,0,0,0,0,0,0,0
granite88.com,0,0,0,0,0,0,0,0,0
headlinenewsamerica.com,0,0,0,0,0,0,0,0,0
james-edward-mulcahy.com,0,0,0,0,0,0,0,1,0
drrichardgoldbaum.com,0,0,0,0,0,0,0,0,0
standupcomedyjokes.org,0,0,0,0,0,0,0,0,0
dbpedia.openlinksw.com:8890,0,0,1,2,0,0,0,0,0
olympicstennis.com,0,0,0,0,0,0,0,0,0
rains-image.com,0,0,0,0,0,0,0,1,0
bartlettvolunteerfiredept.com,0,0,0,0,0,0,1,0,0
totalracesolutionsresults.com,0,0,1,1,0,0,0,0,0
benalmadena-accommodation.com,0,0,0,1,0,0,0,1,0
semantic-interaction.org,0,0,0,1,0,0,0,1,0
telefibe.bell.ca,0,0,0,3,0,0,0,0,0
forums.twobillsdrive.com,0,0,1,2,0,0,0,0,0
phsqbc.com,0,0,0,0,0,0,0,0,0
sanleandroupdate.com,0,0,0,0,0,0,0,0,0
davesph.com,0,0,0,0,0,0,0,0,0
sheila-tate.com,0,0,0,0,0,0,0,1,0
j2d-search.info,0,0,0,2,0,0,0,1,0
slam.canoe.ca,0,0,1,8,0,0,0,0,0
quantummana.com,0,0,0,0,0,0,0,0,0
virtual415.com,0,0,0,0,0,0,0,0,0
thesingingflorist.net,0,0,0,0,0,0,0,0,0
midlothianyouthwrestling.com,0,0,0,0,0,0,0,0,0
sortijadecompromiso.com,0,0,1,4,0,0,0,0,0
jefffryedesign.com,0,0,0,0,0,0,0,0,0
randyphillips.biz,0,0,0,0,0,0,0,0,0
mizzousportswriters.com,0,0,0,0,0,0,0,0,0
weeklygrocerystoreads.com,0,0,0,0,0,0,0,0,0
stmichael-church.com,0,0,0,0,0,0,0,1,0
sports.mhc.edu,0,0,0,2,0,0,0,0,0
photographers-portrait.easylocalguide.com,0,0,1,1,0,0,0,1,0
people.mcgill.ca,0,0,0,1,0,0,0,0,0
dickensbookz.info,0,0,1,1,0,0,0,0,0
oaklandchinatownlionsclub.com,0,0,0,0,0,0,0,0,0
paisleygoddess.com,0,0,0,0,0,0,0,0,0
recordsyoullwanttoown.com,0,0,0,0,0,0,0,0,0
ashokkrdey.com,0,0,0,0,0,0,0,0,0
newtomontreal.com,0,0,1,1,0,0,0,0,0
latinamericanbrazil.com,0,0,0,0,0,0,0,0,0
mesquitenevadamls.com,0,0,0,0,0,0,0,0,0
azpetexpress.com,0,0,0,0,0,0,0,0,0
crossroadscrawl.com,0,0,0,0,0,0,0,0,0
strawberrycreekgardens.com,0,0,0,0,0,0,0,0,0
searchtopics.independent.ie,0,0,1,2,0,0,0,0,0
encyclopediadramatica.ch,0,0,0,1,0,0,0,0,0
scaricofilm.net,0,0,1,4,0,0,0,0,0
torrentshack.org,0,0,1,1,0,0,0,0,0
takenandblessed.com,0,0,0,0,0,0,0,0,0
cityofwatkinsville.org,0,0,0,0,0,0,0,0,0
ashcroftfamilyhistory.com,0,0,0,1,0,0,0,0,0
jfamadei.me,0,0,0,0,0,0,0,0,0
valerielynnhanna.com,0,0,0,0,0,0,0,0,0
pattenbaseball.com,0,0,0,0,0,0,0,0,0
pornographicfilm.santabrand.com,0,0,0,0,0,0,0,0,0
dirtymickrecords.com,0,0,0,0,0,0,0,0,0
kellan-lutz.org,0,0,0,1,0,0,0,1,0
phildeanproductions.com,0,0,0,0,0,0,0,0,0
sierra-intelligence-technologies.com,0,0,0,0,0,0,0,1,0
quebeccitylocal.ca,0,0,0,0,0,0,0,0,0
cambridge.ma.usa.jobs,0,0,0,0,0,0,0,0,0
eiconproductions.com,0,0,0,0,0,0,0,0,0
bennelson.senate.gov,0,0,0,0,0,0,0,0,0
globalwarming.house.gov,0,0,0,1,0,0,0,0,0
danieljohnnyjohnsonjr.com,0,0,0,0,0,0,0,0,0
sterlingweekend.com,0,0,0,0,0,0,0,0,0
hmsserviceco.com,0,0,0,0,0,0,0,0,0
williamdube.net,0,0,0,0,0,0,0,0,0
auditionsfordisneychannel.net,0,0,0,0,0,0,0,0,0
montrealdigitalphotography.com,0,0,0,0,0,0,0,0,0
tiffanyalonzoportraits.com,0,0,0,0,0,0,0,0,0
samartenterprises.com,0,0,0,0,0,0,0,0,0
ggacademy.org,0,0,0,1,0,0,0,0,0
aatorontoagnostics.org,0,0,0,1,0,0,0,0,0
ohiocheeracademy.com,0,0,0,0,0,0,0,0,0
addictiveescapegames.com,0,0,1,1,0,0,0,0,0
rosemary-forsyth-naked.celeb-box.com,0,0,0,0,0,0,1,1,0
usunkmybattleship.com,0,0,0,0,0,0,0,0,0
rhapsodyofwellness.com,0,0,1,1,0,0,0,0,0
kuttcalhoun.lyricsometer.com,0,0,0,0,0,0,0,0,0
robertoximenez.com,0,0,0,0,0,0,0,0,0
trailrunning.sg,0,0,0,0,0,0,0,0,0
my-tangled-roots-links-to-past.com,0,0,1,1,0,0,1,1,0
cas-ncr-nter03.cas-satj.gc.ca,0,0,1,5,0,0,0,1,0
search-kansas-city-real-estate.com,0,0,0,0,0,0,0,1,0
valerielynnhanna.com,0,0,0,0,0,0,0,0,0
pages.foton.be,0,0,0,3,0,0,0,0,0
madhatterball.org,0,0,0,0,0,0,0,0,0
dbpedia.openlinksw.com:8890,0,0,1,2,0,0,0,0,0
paduva.org,0,0,0,0,0,0,0,0,0
ottawaanimaladvocates.org,0,0,0,0,0,0,0,0,0
searchwebing.com,0,0,1,1,0,0,0,0,0
dbpedia.openlinksw.com:8890,0,0,1,2,0,0,0,0,0
sakuragardenbuffet.com,0,0,0,0,0,0,1,0,0
utahcountyhomebuilder.com,0,0,0,0,0,0,0,0,0
slam.canoe.ca,0,0,1,5,0,0,0,0,0
theaceschools.org,0,0,0,0,0,0,0,0,0
personofile.com,0,0,0,2,0,0,0,0,0
daniellemccullough.net,0,0,0,1,0,0,0,0,0
demos6.web01.appliedi-labs.net,0,0,0,0,0,0,0,1,0
huellasargentinas.net,0,0,0,0,0,0,0,0,0
mapleleafsgoalies.com,0,0,0,0,0,0,0,0,0
new-york-motels.net,0,0,0,0,0,0,0,1,0
nationalatlas.gov,0,0,1,2,0,0,0,0,0
telenextmedia.com,0,0,0,0,0,0,0,0,0
psplaystationmove.com,0,0,0,0,0,0,0,0,0
losgrilloscollective.net,0,0,0,0,0,0,0,0,0
rossettoink.com,0,0,1,4,0,0,0,0,0
michele-scarabelli-naked.celeb-box.com,0,0,0,0,0,0,1,1,0
tom-selleck-jesse-stone-innocents-lost.bestpricecybermonday2011.com,0,0,1,0,0,0,0,1,0
wayneroustan.com,0,0,0,1,0,0,0,0,0
vintagetoysforsale.net,0,0,0,0,0,0,0,0,0
bellcanadasucks.ca,0,0,0,0,0,0,0,0,0
perfect-mfg.com,0,0,0,0,0,0,0,1,0
grannysbutchers.com,0,0,0,0,0,0,0,0,0
montrealvenusescorts.com,0,0,0,0,0,0,0,0,0
healthblog.ctv.ca,0,0,1,2,0,0,0,0,0
songs.freemidipromidi.com,0,0,0,1,0,0,0,0,0
correo.ultramar.cl,0,0,0,0,0,0,0,0,0
farrarwilson.com,0,0,0,0,0,0,0,0,0
mishellelyn.com,0,0,0,0,0,0,0,0,0
transformersactionfigures.info,0,0,0,0,0,0,0,0,0
paulclarkjr.com,0,0,0,0,0,0,0,0,0
trendinface.com,0,0,0,1,0,0,0,0,0
autoenclosures.com,0,0,0,0,0,0,0,0,0
wealthpreservation-law.com,0,0,0,0,0,0,0,1,0
grenadadaily.com,0,0,0,0,0,0,0,0,0
matatiele.org,0,0,0,0,0,0,0,0,0
debitcardoptions.com,0,0,0,0,0,0,0,0,0
thecamgirldiary.com,0,0,1,2,0,0,0,0,0
caroline-dhavernas.net,0,0,0,0,0,0,0,1,0
phsqbc.com,0,0,0,0,0,0,0,0,0
australiaconsult.com,0,0,0,0,0,0,1,0,0
sortijadecompromiso.com,0,0,1,4,0,0,0,0,0
videos.lucas-till.org,0,0,0,0,0,0,0,1,0
silverdollarshop.info,0,0,0,0,0,0,0,0,0
indigohomesandvillas.com,0,0,0,0,0,0,0,0,0
hoyalaxa.com,0,0,0,0,0,0,0,0,0
springboro1988.com,0,0,0,0,0,0,0,0,0
waatp.fr,0,0,0,2,0,0,0,0,0
cdbappraisal.com,0,0,1,1,0,0,0,0,0
imageassoc.net,0,0,0,0,0,0,0,0,0
blog.library.ca.gov,0,0,1,5,0,0,0,0,0
standupcomediansshows.com,0,0,0,0,0,0,0,0,0
wilson-lawyers-social-security-disability-ssi-lawyers.com,0,0,1,0,0,0,0,1,0
pa2design.com,0,0,0,0,0,0,0,0,0
mokohot.com,0,0,0,1,0,0,1,0,0
regencydominionvalleyresales.com,0,0,0,0,0,0,0,0,0
hungergamesseries.com,0,0,0,0,0,0,0,0,0
retirementparadise.net,0,0,0,0,0,0,0,0,0
flashvt.com,0,0,0,0,0,0,1,0,0
waterproofwintergloves.com,0,0,0,0,0,0,0,0,0
free-live-sports.com,0,0,1,1,0,0,0,1,0
street-creature.com,0,0,0,0,0,0,0,1,0
electmayortruitt.com,0,0,0,0,0,0,1,0,0
houghhuskiesfootball.org,0,0,0,1,0,0,0,0,0
tinyandthekingpins.net,0,0,0,1,0,0,0,0,0
rsfree-download.com,0,0,1,2,0,0,0,1,0
torrentshack.org,0,0,1,1,0,0,0,0,0
photographers-portrait.easylocalguide.com,0,0,1,1,0,0,0,1,0
visionfocusdesign.com,0,0,0,0,0,0,0,0,0
cislaneycollege.org,0,0,0,1,0,0,0,0,0
unitedkingdomtechnology.com,0,0,0,0,0,0,0,0,0
farmhousecoffee.org,0,0,0,0,0,0,0,0,0
top5000cities.com,0,0,0,1,0,0,0,0,0
stevehallsfootball.com,0,0,1,4,0,0,0,0,0
teratocevboutiques.info,0,0,0,0,0,0,0,0,0
thekingpins.co.nz,0,0,0,0,0,0,0,0,0
weather.noaa.gov,0,0,0,0,0,0,0,0,0
southamericafm.com,0,0,0,0,0,0,0,0,0
voxfrontera.com,0,0,0,0,0,0,0,0,0
spyglobalcuisine.com,0,0,0,0,0,0,0,0,0
blueline-books.com,0,0,1,1,0,0,0,1,0
jbmtentrental.com,0,0,0,0,0,0,0,0,0
telefibe.bell.ca,0,0,0,2,0,0,0,0,0
forums.twobillsdrive.com,0,0,1,2,0,0,0,0,0
radionewjersey.com,0,0,0,0,0,0,0,0,0
ladyalysrobi.com,0,0,0,0,0,0,0,0,0
perryhistory-aoh.com,0,0,0,0,0,0,0,1,0
portailfad.qc.ca,0,0,0,2,0,0,0,0,0
cga.laurentian.ca,0,0,1,5,0,0,0,0,0
salescomedian.com,0,0,0,0,0,0,0,0,0
midmissourischooloftaxidermy.com,0,0,0,1,0,0,0,0,0
unrulyelf.com,0,0,0,0,0,0,0,0,0
jerrystrollingmotorrepair.com,0,0,0,0,0,0,0,0,0
twomountainssquadron.org,0,0,0,0,0,0,0,0,0
thinktanksound.com,0,0,0,0,0,0,0,0,0
geoff-davis.com,0,0,0,0,0,0,0,1,0
taactivities.org,0,0,1,1,0,0,0,0,0
prophetericvoncopeland.org,0,0,0,0,0,0,0,0,0
theaffiliatemarketingblog.org,0,0,1,2,0,0,0,0,0
egis.hud.gov,0,0,0,0,0,0,0,0,0
jasonmakansifiction.com,0,0,1,1,0,0,0,0,0
designsbyramya.com,0,0,0,0,0,0,0,0,0
thepoliticalbox.ca,0,0,1,3,0,0,0,0,0
dancefilms.net,0,0,0,0,0,0,0,0,0
mariemontwarriors.org,0,0,1,1,0,0,0,0,0
oh-jesse.org,0,0,0,0,0,0,0,1,0
secondhandnewsnetwork.com,0,0,0,0,0,0,0,0,0
mali.usaid.gov,0,0,0,0,0,0,0,0,0
unitedamericansteel.net,0,0,0,0,0,0,0,0,0
russiansilentfilms.com,0,0,0,0,0,0,0,0,0
4qwqf5wkel.werumatolj.ru,0,0,1,0,0,0,0,0,0
twistedrockphotography.com,0,0,0,0,0,0,0,0,0
webexpo.cmjm-ateliergraphique.com,0,0,0,0,0,0,0,1,0
royalmontrealgolfclub.info,0,0,0,0,0,0,0,0,0
bobandkarenroberts.com,0,0,0,0,0,0,0,0,0
starline-agse.com,0,0,0,0,0,0,0,1,0
slam.canoe.ca,0,0,1,4,0,0,0,0,0
japanxm.com,0,0,0,0,0,0,0,0,0
vancouver.en.craigslist.ca,0,0,1,3,0,0,0,0,0
orderchaos.freegifty.com,0,0,0,0,0,0,0,0,0
je-uta.com,0,0,0,1,0,0,0,1,0
lotc.rhinorecords.ca,0,0,0,2,0,0,0,0,0
mpprg.mcgill.ca,0,0,0,1,0,0,0,0,0
reedmemorialbaptistchurch.org,0,0,0,0,0,0,0,0,0
hour.ca,0,0,0,4,0,0,0,0,0
tmi.me,0,0,0,1,0,0,0,0,0
rememberingdelta.com,0,0,0,0,0,0,0,0,0
robertjsmith.net,0,0,0,0,0,0,0,0,0
ridgelandpt.com,0,0,1,2,0,0,1,0,0
donstewartministerialassociation.org,0,0,0,0,0,0,0,0,0
sushimontreal.net,0,0,0,0,0,0,0,0,0
vtvetalternatives.com,0,0,0,0,0,0,0,0,0
wilsonlewisfamily.com,0,0,0,1,0,0,0,0,0
unerusseamontreal.com,0,0,0,0,0,0,0,0,0
dbpedia.openlinksw.com:8890,0,0,1,2,0,0,0,0,0
kimbrough42.com,0,0,0,1,0,0,0,0,0
mikegrantonline.com,0,0,0,0,0,0,0,0,0
michellewachbrit.com,0,0,0,0,0,0,1,0,0
wavepolymertechnology.com,0,0,0,0,0,0,0,0,0
beritabaru.org,0,0,1,1,0,0,0,0,0
ussorion.info,0,0,0,0,0,0,0,0,0
tagwatch.stoecker.eu,0,0,1,3,0,0,0,0,0
rhinecruiseforless.com,0,0,1,1,0,0,0,0,0
scrapgoldwichitaks.com,0,0,0,0,0,0,0,0,0
pomerleauwood.com,0,0,0,1,0,0,0,0,0
pornstardildos.com,0,0,0,1,0,0,0,0,0
thingthingarena.net,0,0,0,0,0,0,0,0,0
mbshapiro.com,0,0,0,0,0,0,0,0,0
chalet-saint-sauveur-rental.com,0,0,0,0,0,0,0,1,0
cbbcs-king.com,0,0,0,0,0,0,0,1,0
garydaniels.hollywoodgarbage.info,0,0,1,2,0,0,0,0,0
europeanamericansocceracademy.com,0,0,1,1,0,0,0,0,0
charlesspencerlingle.com,0,0,0,0,0,0,0,0,0
quickfacts.census.gov,0,0,1,4,0,0,0,0,0
clickdvdhouse.com,0,0,1,1,0,0,0,0,0
udelagr.com,0,0,0,0,0,0,0,0,0
slam.canoe.ca,0,0,1,2,0,0,0,0,0
patrickjame.com,0,0,0,0,0,0,0,0,0
actransitmpn.net,0,0,0,0,0,0,0,0,0
dublinofficerentalsdublinca.com,0,0,0,0,0,0,0,0,0
wildmuseenterprises.com,0,0,0,0,0,0,0,0,0
reelectmayorfunkhouser.com,0,0,0,2,0,0,0,0,0
sonyreaderforum.com,0,0,0,0,0,0,0,0,0
servicecentercatalog.com,0,0,0,0,0,0,0,0,0
vmmeasy.com,0,0,0,0,0,0,0,0,0
classifiedquebec.com,0,0,0,0,0,0,0,0,0
lorimilestoneky.com,0,0,0,0,0,0,0,0,0
future.state.gov,0,0,0,0,0,0,0,0,0
thehospitalityindia.com,0,0,0,0,0,0,0,0,0
equadorpropertylocator.com,0,0,0,0,0,0,0,0,0
ruby-blue4.org,0,0,1,2,0,0,0,1,0
tommyandcole.com,0,0,0,0,0,0,0,0,0
ohiosheriffssale.com,0,0,0,0,0,0,0,0,0
trendingworldnews.info,0,0,1,1,0,0,0,0,0
readingssexy.com,0,0,1,4,0,0,0,0,0
londonolympics-2012.net,0,0,1,4,0,0,0,1,0
clubring.org,0,0,1,1,0,0,0,0,0
rocklandanimalrescue.org,0,0,0,0,0,0,0,0,0
patriot-companies.com,0,0,0,0,0,0,0,1,0
watch-baseball-basketball-football-rugby-hockey-soccer-tennis.com,0,0,1,1,0,0,0,1,0
nd-technologies.com,0,0,0,0,0,0,0,1,0
slam.canoe.ca,0,0,1,5,0,0,0,0,0
tvmixer.info,0,0,0,2,0,0,0,0,0
tophockey.info,0,0,0,0,0,0,0,0,0
corpslakes.usace.army.mil,0,0,1,2,0,0,0,0,0
caroline-rhea-nude.pic-celebrity.com,0,0,0,0,0,0,0,1,0
vancouver.en.craigslist.ca,0,0,1,3,0,0,0,0,0
whynotatattoo.com,0,0,0,0,0,0,0,0,0
jbains.com,0,0,0,0,0,0,0,0,0
japanesesong.org,0,0,0,0,0,0,0,0,0
sustainableperalta.org,0,0,1,2,0,0,0,0,0
sexsearching.info,0,0,0,2,0,0,0,0,0
ottawariverriders.ca,0,0,0,0,0,0,0,0,0
jjs-search.info,0,0,0,2,0,0,0,1,0
terrypoling.net,0,0,0,0,0,0,0,0,0
vq-france.com,0,0,1,1,0,0,0,1,0
mountroyalhostels.com,0,0,0,0,0,0,0,0,0
pages.foton.be,0,0,0,3,0,0,0,0,0
indianbluefilmswatchonline.com,0,0,0,0,0,0,0,0,0
pet-boarding-sitting.easylocalguide.com,0,0,1,1,0,0,0,1,0
british-car-films.com,0,0,0,0,0,0,0,1,0
givepeaceachance.co.nr,0,0,0,0,0,0,0,0,0
stillnessfound.org,0,0,1,1,0,0,0,0,0
fredmullerservices.com,0,0,0,0,0,0,0,0,0
wildhogdays.com,0,0,0,0,0,0,0,0,0
dvd-movie-sales.com,0,0,0,1,0,0,0,1,0
jcstorm.net,0,0,0,0,0,0,0,0,0
lowellspanishschool.com,0,0,0,0,0,0,0,0,0
sonickyhilton.com,0,0,1,2,0,0,0,0,0
woce.nodc.noaa.gov,0,0,1,4,0,0,0,0,0
san-leandro-real-estate.com,0,0,0,0,0,0,0,1,0
thebostoncrab.net,0,0,0,1,0,0,0,0,0
coquitlambritishcolumbiacan.info,0,0,0,0,0,0,0,0,0
charlesraglandbunnell.com,0,0,0,0,0,0,0,0,0
thejuniorreport.com,0,0,0,2,0,0,1,0,0
lic.concordia.ca,0,0,0,1,0,0,0,0,0
glchouston.com,0,0,0,0,0,0,0,0,0
lone.italy-net-guide.com,0,0,0,0,0,0,0,1,0
igrewupinswpa.com,0,0,0,2,0,0,0,0,0
opio.biz,0,0,0,0,0,0,0,0,0
stardust1.jpl.nasa.gov,0,0,1,3,0,0,0,0,0
q.racapcq.in,0,0,0,1,0,0,0,0,0
ma-longmeadow.doctors.at,0,0,1,2,0,0,0,1,0
powertubecanada.com,0,0,0,0,0,0,0,0,0
timiam.net,0,0,0,0,0,0,0,0,0
what-the-hall.info,0,0,0,1,0,0,0,1,0
searchtopics.independent.ie,0,0,1,2,0,0,0,0,0
cnag.ncf.ca,0,0,1,1,0,0,0,0,0
soundsmarternow.com,0,0,0,0,0,0,0,0,0
daniellepound.com,0,0,0,0,0,0,0,0,0
sectioneight.ca,0,0,0,0,0,0,0,0,0
thymicbank.org,0,0,0,0,0,0,0,0,0
modfxmag.com,0,0,0,2,0,0,0,0,0
rockislandserviceshop.com,0,0,0,0,0,0,0,0,0
robinkelly.net,0,0,0,0,0,0,0,0,0
preciousfuzzyfarm.com,0,0,0,0,0,0,0,0,0
silverstarmercantile.com,0,0,0,0,0,0,0,0,0
quickfacts.census.gov,0,0,1,4,0,0,0,0,0
streaming--tv.com,0,0,1,1,0,0,0,1,0
nationaldatingresource.com,0,0,1,1,0,0,0,0,0
tommyexplainsitall.com,0,0,0,0,0,0,0,0,0
theupads.org,0,0,0,0,0,0,0,0,0
brotherhoodofthewolf.co.uk,0,0,0,0,0,0,0,0,0
antsinherpants.co.uk,0,0,0,0,0,0,0,0,0
ireland.company-world.co.uk,0,0,0,0,0,0,0,1,0
69.89.31.128,0,0,0,1,0,0,0,0,0
thrillcall.com,0,0,1,2,0,0,0,0,0
bs3campus.org.uk,0,0,0,0,0,0,0,0,0
77.170.120.22,0,0,1,5,0,0,0,0,0
whatson.argyllarms-bute.co.uk,0,0,0,0,0,0,0,1,0
sportsillustrated.cnn.com,0,0,1,8,0,0,0,0,0
pubcarnet.hr,0,0,1,6,0,0,0,0,0
whtbmagazine.com,0,0,1,3,0,0,0,0,0
topics.bloomberg.com,0,0,1,1,0,0,0,0,0
genealogybiography.com,0,0,1,2,0,0,0,0,0
reviews.costco.com,0,0,1,4,0,0,0,0,0
sportsillustrated.cnn.com,0,0,1,7,0,0,0,0,0
archives.cbc.ca,0,0,1,4,0,0,0,0,0
