Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,Label
allchainfix.netlify.app,0,0,0,0,0,0,0,0,1
20.226.41.159,0,0,0,0,0,0,0,0,1
ovdikvlzxx.duckdns.org,0,0,0,0,0,0,0,0,1
amac-zun-co.jp.avatarvr.com.cn,0,0,0,0,0,0,0,1,1
exodus-pro.com,0,0,0,0,0,0,0,1,1
tzrhdo.top,0,0,0,0,0,0,0,0,1
famipay.famldlgli.10lm03bn.top,0,0,0,0,0,0,0,0,1
motfhxhcmo.duckdns.org,0,0,0,0,0,0,0,0,1
storage.cloud.google.com,0,1,1,2,0,0,1,0,1
gateway.pinata.cloud,0,0,1,2,0,0,0,0,1
help021394912385712834.firebaseapp.com,0,0,0,0,0,0,0,0,1
saisonoard.co.jp.muchjv.top,0,0,0,2,0,0,0,0,1
ipfs.io,0,0,1,2,0,0,0,0,1
tvgnpasf.yourtrap.com,0,0,0,0,0,0,0,0,1
acesso-renner-sinc.lpages.co,0,0,1,1,0,0,0,1,1
inpost-pl.nidon.lol,0,0,0,2,0,0,0,1,1
online-3rvers-authy.firebaseapp.com,0,0,0,0,0,0,0,1,1
infura-ipfs.io,0,0,1,3,0,0,0,1,1
ieidfhqydq.duckdns.org,0,0,0,0,0,0,0,0,1
dhanushr24.github.io,0,0,0,1,0,0,0,0,1
mobilyfibers.com,0,0,0,0,0,0,0,0,1
hbhxwy.com.cn,0,0,0,1,0,0,0,0,1
shared-email-files.documents-project.workers.dev,0,0,1,0,0,0,0,1,1
www-smbc-card-com.onamae-apk.cn,0,0,0,0,0,0,0,1,1
kundenaccount-dkb.ddns.mobi,0,0,1,2,0,0,0,1,1
bafybeiazpjy3mxuncv2bf3m6fjnb7d26gfolnrmxdw3o3giozy7a3mouui.ipfs.infura-ipfs.io,0,0,1,0,0,0,0,1,1
accounts.google.com,0,0,1,3,0,0,0,0,1
etcwallet.atomburg.com,0,0,0,0,0,0,0,0,1
meta-checkpoint30.crabdance.com,0,0,0,1,0,0,0,1,1
info-security.fr,0,0,0,0,0,0,0,1,1
kueronakayaeotn.co.jp.kuerocekayaoooto.pxjtam.top,0,0,1,1,0,0,0,0,1
sugarmamyprice.entrydns.org,0,0,0,0,0,0,0,0,1
mps-it-cliente.econtablesegui.online,0,0,1,2,0,0,0,1,1
ambonibeach.com,0,0,0,0,0,0,0,0,1
smbc-cacd.com.4lpfd9ptb5m684qa.shop,0,0,0,0,0,0,0,1,1
sharefilesxp.work.gd,0,0,0,0,0,0,0,0,1
domain.manager.infomaniak.pay.20-221-193-88.cprapid.com,0,0,1,2,0,0,0,1,1
onx.la,0,0,0,1,0,0,0,0,1
ovvjofvyyz.duckdns.org,0,0,0,0,0,0,0,0,1
miseenjourespaceclientele.firebaseapp.com,0,0,0,0,0,0,0,0,1
sites.google.com,0,0,0,3,0,0,0,0,1
chhbkhqrja.theburgerhub.club,0,0,1,1,0,0,0,0,1
jreast.co.jp.card.nftwe.net,0,0,0,0,0,0,1,0,1
maddening-comet-cereal.glitch.me,0,0,1,1,0,0,0,1,1
mobilyksa.com,0,0,0,0,0,0,0,0,1
bold-art-564e.u84799i09929.workers.dev,0,0,0,0,0,0,0,1,1
connection-orangebank-certicode.derlma.com,0,0,1,1,0,0,0,1,1
activate-hulu-com-activate.sitey.me,0,0,0,0,0,0,0,1,1
43.159.48.238,0,0,1,1,1,0,0,0,1
back2backinstall.co.nz,0,0,1,3,0,0,0,0,1
innovaeducativa.com,0,0,1,3,0,0,0,0,1
mspnk4.webwave.dev,0,0,0,0,0,0,0,0,1
ipfs.best-practice.se,0,0,1,3,0,0,0,1,1
36840pxnow.yoursmcoach.com,0,1,1,2,0,0,0,0,1
dominant-starfish.10web.site,0,0,0,2,0,0,0,1,1
thedoughhook.tk,0,1,1,2,0,0,0,0,1
tomroble.com,0,0,1,3,0,0,0,0,1
546782d6.sibforms.com,0,0,1,2,0,0,0,0,1
de-20-6cf75.firebaseapp.com,0,0,0,0,0,0,0,1,1
l.wl.co,0,0,1,1,1,0,1,0,1
ingsecusecuring.firebaseapp.com,0,0,0,0,0,0,0,0,1
bancaenlineabantrabcomgt.ebankingt.repl.co,0,0,0,0,0,0,0,0,1
dev-publibhd.pantheonsite.io,0,0,0,1,0,0,0,1,1
metafb-shf4839.web.app,0,0,0,0,0,0,0,1,1
de-pushtan.id,0,0,0,2,0,0,0,1,1
xn--napth-351b.vn,0,0,0,0,0,0,0,1,1
my.upflowy.com,0,0,0,1,0,0,0,0,1
wildcard.richardl.xyz,0,0,0,2,0,0,0,0,1
kunden-dkb-de-bestdesign2025416314.codeanyapp.com,0,0,1,1,0,0,0,1,1
sparkasse-itumzug.com,0,0,0,0,0,0,0,1,1
cli.co,0,0,0,1,0,0,0,0,1
amnazon.co.jp.order-up.xyz,0,0,0,0,0,0,0,1,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,1
dlrect-smtb.jp.ap1.ib.abbsdma.com,0,0,0,0,0,0,0,1,1
metamask.dsolutions.mn,0,0,0,0,0,0,0,0,1
kkarskeanlog.azurewebsites.net,0,0,0,0,0,0,0,0,1
galiciaoffilne.vastserve.com,0,0,0,0,0,0,0,0,1
activabnc2023.atsnx.com,0,0,0,0,0,0,1,0,1
eyeschoice.com,0,0,0,2,0,0,0,0,1
bunlorad.web.app,0,0,0,0,0,0,0,0,1
file124.s3.amazonaws.com,0,0,0,1,0,0,0,0,1
a9dwibrs.dreamwp.com,0,0,1,3,0,0,0,0,1
etc-nvbc.sexidude.com,0,0,0,0,0,0,0,1,1
tinyurl.com,0,0,0,1,0,0,1,0,1
amazceom-co-jp.amaczeon.tuozhi1.top,0,0,0,0,0,0,0,1,1
wipsq.top,0,0,0,0,0,0,0,0,1
link.edgepilot.com,0,0,1,3,1,0,1,0,1
sketchfestnyc.com,0,0,0,1,0,0,0,0,1
bnpbancoit.web.app,0,0,0,0,0,0,0,0,1
kueronakayaeotn.co.jp.kuerocekayaoato.meywgv.top,0,0,1,1,0,0,0,0,1
smbc-cojp.xyz,0,0,0,0,0,0,0,1,1
bafybeibfiwlu6h6rhwlcleb2tgwl4pj554xqvwrjzgebm2cohpcdjgvjem.ipfs.infura-ipfs.io,0,0,1,0,0,0,0,1,1
oldfashionedmaroonfeeds.infosupor.repl.co,0,0,0,0,0,0,0,0,1
zpr.io,0,0,0,1,0,0,0,0,1
amzpmd.com,0,0,0,0,0,0,0,0,1
py.itaubancoonline.repl.co,0,0,0,0,0,0,0,0,1
sp703335.sitebeat.crazydomains.com,0,0,0,0,0,0,0,0,1
portale-info-utente.199-192-29-15.cprapid.com,0,0,1,2,0,0,0,1,1
exedps.click,0,0,0,0,0,0,0,0,1
vin-tedshop.867765565.xyz,0,0,0,3,0,0,0,1,1
main.d2cj2qo8wos7af.amplifyapp.com,0,0,0,0,0,0,0,0,1
pararatakidum16.z19.web.core.windows.net,0,0,0,0,0,0,0,0,1
interbank-ingresa.web.app,0,0,0,0,0,0,0,1,1
bellsouthattnet4.godaddysites.com,0,0,0,0,0,0,0,0,1
apptuts.bio,0,0,1,1,0,0,0,0,1
43.159.48.238,0,0,1,3,1,0,0,0,1
infoppdb.smpn1probolinggo.sch.id,0,0,1,2,0,0,0,0,1
library-yaqoobi.net,0,0,0,1,0,0,0,1,1
sweet-lehmann.104-248-156-54.plesk.page,0,0,1,2,0,0,0,1,1
secretcozinhafevereiro.com,0,0,1,2,0,0,0,0,1
www-info-epos.huixunzhi.com,0,0,0,1,0,0,0,1,1
amazceom-co-jp.amazzeocn.hmhpwjg.cn,0,0,0,0,0,0,0,1,1
profitableturquoisescan.prexx12.repl.co,0,0,0,0,0,0,0,0,1
prestamosexclusivos.com,0,0,0,0,0,0,0,0,1
microsoft268672account.yolasite.com,0,0,0,0,0,0,0,0,1
cosmicnest.in,0,0,0,0,0,0,0,0,1
bisaboverify.bisabo.repl.co,0,0,0,0,0,0,0,0,1
joyfulkayy.wixsite.com,0,0,0,1,0,0,0,0,1
www-info-orico.mamabj.com,0,0,0,0,0,0,0,1,1
tiger-xuhq-m4ps.it7ky0gr5158.workers.dev,0,0,0,0,0,0,0,1,1
currentlyattyahoo736363.weeblysite.com,0,0,0,0,0,0,0,0,1
profile-manage-irsusa.duckdns.org,0,0,0,1,0,0,0,1,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,1
2f0bf269-475f-409a-885d-1e413618d9b6.id.repl.co,0,0,1,0,0,0,0,1,1
operaz-filiale2.me,0,0,0,0,0,0,0,1,1
checkout-diepost.ddnss.eu,0,0,1,5,0,0,0,1,1
axmek.dinglike.com,0,0,0,1,0,0,0,0,1
e98753de-4649-43b9-9258-c69f5d095eb8.id.repl.co,0,0,1,0,0,0,0,1,1
prrnrqbrlk.duckdns.org,0,0,0,0,0,0,0,0,1
wwwcredinetweb.com,0,0,1,4,0,0,0,0,1
www70.inicia-cuenta.shop,0,0,1,0,0,0,0,1,1
remblia.cf,0,1,1,4,0,0,0,0,1
oinkasdubba.us,0,0,0,1,0,0,0,0,1
theroomdisconnect.com,0,0,0,2,0,0,1,0,1
b5khp4.webwave.dev,0,0,0,0,0,0,0,0,1
secure-profile-nab.com,0,0,0,0,0,0,0,1,1
bnpparlbas.site,0,0,0,0,0,0,0,0,1
sistepolaremi.com,0,0,0,0,0,0,0,0,1
gtqolsgkrdylkp10.z20.web.core.windows.net,0,0,0,0,0,0,0,0,1
autostadler.com,0,0,0,1,0,0,0,0,1
behuuj.soricdevelopments.com,0,0,0,0,0,0,0,0,1
sikeikseeee.company.site,0,0,0,0,0,0,0,0,1
disneyreinstate.com,0,0,0,0,0,0,0,0,1
doximex.vn,0,0,0,3,0,0,0,0,1
kuerennkaycoato.co.jp.kuercnnkayceata.rdaqfe.top,0,0,1,1,0,0,0,0,1
janek.magdappp.pl,0,1,0,2,0,0,0,0,1
161.35.27.96,0,0,1,6,0,0,0,0,1
43.153.192.86,0,0,1,3,0,0,0,0,1
bnpparidas.ecshomework.org,0,0,0,1,0,0,0,0,1
web.34-237-144-190.cprapid.com,0,0,0,1,0,0,0,1,1
jp-net-bamk.zetbud.com,0,0,1,2,0,0,0,1,1
s2yiut.webwave.dev,0,0,0,0,0,0,0,0,1
pockatacad.co.jp.sxwowh.top,0,0,1,2,0,0,0,0,1
saiaonaard.co.jp.bscneo.top,0,0,0,2,0,0,0,0,1
coop-online.herospark.co,0,0,0,0,0,0,0,1,1
sites.google.com,0,0,0,3,0,0,0,0,1
autospecnaz.ru,0,0,1,6,0,0,0,0,1
vi-nted.3423218.xyz,0,0,0,3,0,0,0,1,1
raiffeisenbank.elementor.cloud,0,0,1,3,0,0,0,0,1
hotttt.your0ne.repl.co,0,0,0,0,0,0,0,0,1
22052-5274.s1.webspace.re,0,0,1,3,0,0,0,1,1
kraknn-plogn.godaddysites.com,0,0,0,0,0,0,0,1,1
relevantventures.co.uk,0,0,0,1,0,0,0,0,1
o-1x.0999806.xyz,0,0,0,3,0,0,0,1,1
confirmar1.atsnx.com,0,0,0,0,0,0,1,0,1
stearnconmuntily.com,0,0,0,2,0,0,0,0,1
bafkreifv2jqfxlng3irj3xr64v3ha57am4zgs4f74lmvss3lugrnt77tda.ipfs.dweb.link,0,0,1,0,0,0,0,0,1
6de57e1b-818a-4af5-97d4-32fd005e3eba.id.repl.co,0,0,1,0,0,0,0,1,1
sites.google.com,0,0,0,3,0,0,0,0,1
verificaweb2023-elimina.com,0,0,0,0,0,0,0,1,1
ipfs.io,0,0,1,3,0,0,0,0,1
consultatuprestamoaqui.com,0,0,0,0,0,0,0,0,1
ekaterinajeans.ru,0,0,0,2,0,0,0,0,1
accedi-ora-com.162-213-250-204.cprapid.com,0,0,1,1,0,0,0,1,1
sfr-desactivation-esim.fr,0,0,0,1,0,0,0,1,1
dev-879312brrl.pantheonsite.io,0,0,0,0,0,0,0,1,1
royalmail.manage-item.com,0,0,0,0,0,0,0,1,1
slawomir.pargolskii.pl,0,0,0,1,0,0,0,0,1
solitary-field-41af.pinelli90.workers.dev,0,0,0,0,0,0,0,1,1
longridge.org.au,0,0,0,1,0,0,0,0,1
login-bov.firebaseapp.com,0,0,0,0,0,0,0,1,1
metafb-g0suvhc.firebaseapp.com,0,0,0,0,0,0,0,1,1
kueronakayaeotn.co.jp.kuerocekayaoato.yqbfzj.top,0,0,1,0,0,0,0,0,1
gsahjgasf.top,0,0,0,0,0,0,0,0,1
poczta-pl.phonepagers.com,0,0,0,0,0,0,0,1,1
bafybeidzso4mumpjqm2d4ehwtdtsylrd4kskmpdrrgyyrew7rl3slvzjau.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,1
proceso2023.bank23.repl.co,0,0,0,0,0,0,0,0,1
comauth4u.ath.cx,0,0,0,0,0,0,0,0,1
spize.sg,0,0,0,2,0,0,0,0,1
detsagyo.com.tr,0,0,0,0,0,0,0,0,1
sfr-support-esim.fr,0,0,0,0,0,0,0,1,1
cfpj.tg,0,0,0,1,0,0,0,0,1
zhuidef.top,0,0,0,0,0,0,0,0,1
dev-serv-banreserdord.pantheonsite.io,0,0,0,0,0,0,0,1,1
axfayfgeeh.wpexpert.academy,0,0,1,1,0,0,0,0,1
aggiornare-coordinate-bancarie-rif9874309.bumbleshrimp.com,0,0,1,0,0,0,0,1,1
touygxxqwm.duckdns.org,0,0,0,0,0,0,0,0,1
asd4knka4ng.work.gd,0,0,0,2,0,0,0,0,1
ficferreto.outl00k.repl.co,0,0,0,0,0,0,0,0,1
facebook-help-70074128541707.web.app,0,0,0,0,0,0,0,1,1
reactivate-device.web.app,0,0,0,0,0,0,0,1,1
cf28646.tw1.ru,0,0,0,1,0,0,0,0,1
mitid-approve.20-203-169-150.cprapid.com,0,0,1,2,0,0,0,1,1
u1965047.plsk.regruhosting.ru,0,0,0,1,0,0,0,0,1
etcrtgjaka.top,0,0,0,0,0,0,0,0,1
efsiyojxyo.duckdns.org,0,0,0,0,0,0,0,0,1
superfoodfresh.com,0,0,0,2,0,0,0,0,1
kuerenakaycoato.co.jp.kuercnnkayceata.ppjltg.top,0,0,1,0,0,0,0,0,1
neversencommun.fr,0,0,1,4,0,0,0,0,1
help-center93.crabdance.com,0,0,0,1,0,0,0,1,1
regaliciaonlinebanking.atsnx.com,0,0,0,0,0,0,1,0,1
bt-connects-f.webflow.io,0,0,0,0,0,0,0,1,1
bio.site,0,0,1,1,0,0,0,0,1
gfvucunamem6.000webhostapp.com,0,0,0,1,0,0,0,0,1
pub-847389e8d4534fc8b9e612bd5b8905ac.r2.dev,0,0,1,1,0,0,0,1,1
info-user-com.184-94-215-35.cprapid.com,0,0,0,1,0,0,0,1,1
storageapi.fleek.co,0,0,1,3,0,0,0,0,1
myemailverificationsessionjhggfsghjfkltfghbdvjhsgtghbvcfghude.us-southeast-1.linodeobjects.com,0,0,1,1,0,0,0,1,1
kueronekayaeotn.co.jp.kuerocekayaaoto.zmdgdj.top,0,0,1,1,0,0,0,0,1
kueronakayaeotn.co.jp.kuerocekayaocto.atwtfm.top,0,0,1,1,0,0,0,0,1
gylop.com,0,0,0,3,0,0,0,0,1
postgrt.com,0,0,0,0,0,0,1,0,1
urlzs.in,0,1,0,1,0,0,0,0,1
sparka.sse-zertifikation.de,0,0,1,3,0,0,0,1,1
webdemailingteam.yolasite.com,0,0,0,0,0,0,0,0,1
xpjbetus.com,0,0,0,0,0,0,0,0,1
necof.cl,0,0,0,3,0,0,0,0,1
aqitdcdofb.duckdns.org,0,0,0,0,0,0,0,0,1
storageapi.fleek.co,0,0,1,3,0,0,0,0,1
thebrinsoninstitute.com,0,0,0,0,0,0,0,0,1
wcorxsvapvahopqk13.z20.web.core.windows.net,0,0,0,0,0,0,0,0,1
storage.yandexcloud.net,0,0,1,2,0,0,0,0,1
gateway.pinata.cloud,0,0,1,2,0,0,0,0,1
agodavip.com,0,0,0,0,0,0,0,0,1
alerts-check-gw.firebaseapp.com,0,0,0,0,0,0,0,1,1
sites.google.com,0,0,0,3,0,0,0,0,1
lapelota.qa,0,0,0,1,0,0,0,0,1
pp2.it.45-142-122-112.cprapid.com,0,0,0,1,0,0,0,1,1
bisea00bo.biseaabo.repl.co,0,0,0,2,0,0,0,0,1
QmY3sMP4NCuLh69oFiCrPpcsYYrW58cyZY6RBJiaXc3PsL.ipfs.dweb.link,0,0,1,0,0,0,0,0,1
3243245353453--433535324234.repl.co,0,0,1,1,0,0,0,1,1
ri53rd.web.app,0,0,0,0,0,0,0,0,1
piotr.buzala.info.pl,0,1,0,2,0,0,0,0,1
page-reload-1004558665.web.app,0,0,0,0,0,0,0,1,1
nu787-6r47i68-0o-0xcnw-bg-0eqwkxj-9d3g5bht-39j.obs.ap-southeast-3.myhuaweicloud.com,0,0,1,1,0,0,0,1,1
derulimaplane.firebaseapp.com,0,0,0,0,0,0,0,0,1
u1995540.cp.regruhosting.ru,0,0,0,0,0,0,0,0,1
anjalijha167.github.io,0,0,0,1,0,0,0,0,1
banreservasrdalerta.tamoh58767.repl.co,0,0,0,0,0,0,0,0,1
iccplnews.in,0,0,1,6,1,0,0,0,1
novoblackbaneste.com,0,0,0,0,0,0,0,0,1
verificadispositivoapp.com,0,0,0,0,0,0,0,0,1
rennew-update.ddns.net,0,0,0,1,0,0,0,1,1
chedomir.majamarta.pl,0,1,1,2,0,0,0,0,1
doftgov-us.com,0,0,1,1,0,0,0,1,1
pockctcrad.co.jp.ozrwon.top,0,0,1,2,0,0,0,0,1
sunrise-working-apparatus.glitch.me,0,0,0,0,0,0,0,1,1
bpinetempresas-bamcobpi.pt-sign-on.pro,0,0,0,1,0,0,0,1,1
veraodepontositau.com,0,0,1,2,0,0,0,0,1
wvwcajatrujllo.accesow3b-com.xyz,0,0,0,0,0,0,0,1,1
help-center489.crabdance.com,0,0,0,1,0,0,0,1,1
iccu-ie.web.app,0,0,0,0,0,0,0,1,1
kuerenakaycoato.co.jp.kuercnnkayceata.mcnfij.top,0,0,1,1,0,0,0,0,1
amazon-co-jp.amacaeon.tufepnw.cn,0,0,0,0,0,0,0,1,1
bafybeicelq62eyiaaf2tbn4sq4dze2os3tn7xfw4t4xrxp2bicknrwwv2e.ipfs.dweb.link,0,0,1,1,1,0,0,0,1
withdrawalverification.com,0,0,0,0,0,0,0,0,1
ffhagjj.r.bh.d.sendibt3.com,0,0,1,3,0,0,0,0,1
aeombamk-co-jp.zanqianjia.com,0,0,1,3,0,0,0,1,1
bafybeie76pulokfxrgqn3huotahue2aepwzryuqgk5vzlnsud2dyyjdr4i.ipfs.dweb.link,0,0,1,0,0,0,0,0,1
chwezgyjed.duckdns.org,0,0,0,0,0,0,0,0,1
wwwinfoview.roomasec.com,0,0,0,1,0,0,0,0,1
telekomail.20-208-128-129.telekomail.t-online.de.plesk.page,0,0,1,2,0,0,0,1,1
vokil-1316850103.cos.na-toronto.myqcloud.com,0,0,1,1,0,0,0,1,1
steanconmunitly.ru,0,0,0,0,0,0,0,0,1
bafybeicjlnndacbquwf7x3vqg3qyndcrmoeqzzwc3w245cfrvz72nzc2ai.ipfs.dweb.link,0,0,1,1,0,0,0,0,1
fan.serd.workers.dev,0,0,0,0,0,0,0,0,1
bigloot.in,0,0,1,4,0,0,0,0,1
gateway.pinata.cloud,0,0,1,2,0,0,0,0,1
fadeologybarbersshops.com,0,0,1,3,0,0,0,0,1
online-sella.quasimodo.tech,0,0,0,2,0,0,0,1,1
accessosospettoweb.com,0,0,0,0,0,0,0,0,1
att-101320.weeblysite.com,0,0,0,0,0,0,0,1,1
openboutjso.versacommerce.de,0,0,0,0,0,0,0,0,1
bit.ly,0,0,0,1,0,0,1,0,1
renew-account33.ml,0,0,0,1,0,0,0,1,1
grecom.gt,0,0,1,6,0,0,0,0,1
dlrect-smtb.jp.ap1.ib.verhoovensjazz.com,0,0,0,0,0,0,0,1,1
9962756d-d978-446f-9c25-93c615a6424c.id.repl.co,0,0,1,0,0,0,0,1,1
bestcryptoexchange365.xyz,0,0,0,0,0,0,0,0,1
hellomadatechnologies.com,0,0,0,2,0,0,0,0,1
lvizrvojxv.lily4sewe.club,0,0,1,1,0,0,0,0,1
bio.site,0,0,0,1,0,0,0,0,1
storageapi.fleek.one,0,0,1,2,0,0,0,0,1
ideal.dbs.com.se,0,0,0,0,0,0,0,0,1
saisoaoard.co.jp.omxdne.top,0,0,0,2,0,0,0,0,1
ione.mn,0,0,0,2,0,0,0,0,1
bakeryswap-ilv.com,0,0,0,1,0,0,0,1,1
cn02071.tw1.ru,0,0,0,1,0,0,0,0,1
gestionebprutente.com,0,0,0,0,0,0,0,0,1
